Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	
1000	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62700	0	57760	0	76300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32480	0	57760	0	76300	0	0	0	0	0	0	0	0	0	0	0	0	
2000	0	0	0	0	0	0	0	1	3	2	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	16	16	8	0	13	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	14	15	8	0	12	0	0	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	84620	62700	85080	57760	0	76300	0	0	268340	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	32480	42640	57760	0	76300	0	0	155760	239680	0	0	0	0	0	0	0	0	
3000	0	0	0	0	0	0	0	1	6	2	5	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	48	16	40	16	0	13	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	45	14	36	16	0	12	0	0	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	154380	62700	215840	114500	0	76300	0	0	268340	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	32480	46620	57760	0	76300	0	0	155760	239680	0	0	0	0	0	0	0	0	
4000	0	0	0	0	0	0	0	1	7	4	5	2	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	56	32	40	16	8	29	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	52	29	36	16	8	28	0	0	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	181000	132780	215840	114500	61400	223260	0	0	268340	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	36740	46620	57760	61400	76300	0	0	155760	239680	0	0	0	0	0	0	0	0	
5000	0	0	0	0	0	0	0	1	9	6	6	3	1	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	72	53	48	24	8	29	8	8	31	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	66	48	44	24	8	28	8	6	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	232720	193280	265720	166700	61400	223260	82140	90260	268340	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	36740	49880	57760	61400	76300	82140	90260	155760	239680	0	0	0	0	0	0	0	0	
6000	0	0	0	0	0	0	0	1	12	6	6	3	1	3	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	96	53	48	24	8	29	8	8	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	87	48	44	24	8	28	8	6	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	302400	193280	265720	166700	61400	223260	82140	90260	443860	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	36740	49880	57760	61400	76300	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
7000	0	0	0	0	0	0	0	1	13	7	6	4	2	4	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	104	61	48	32	16	37	8	8	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	95	56	44	32	15	36	8	6	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	332320	231660	265720	220060	122800	293960	82140	90260	443860	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	30000	38380	49880	57760	61400	76300	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
8000	0	0	0	0	0	0	0	2	13	8	9	5	3	5	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	104	69	72	40	24	45	8	8	52	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	95	64	63	40	23	43	8	6	49	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31180	332320	268260	395780	273960	183660	371160	82140	90260	553600	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	38380	49880	57760	61400	77200	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
9000	0	0	0	0	0	0	0	2	16	10	10	6	3	5	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	128	85	80	48	24	45	8	8	52	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	119	78	71	47	23	43	8	6	49	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31180	408740	340900	443760	325120	183660	371160	82140	90260	553600	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	38380	49880	57760	61400	77200	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
10000	0	0	0	0	0	0	0	2	17	10	10	6	5	6	2	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	136	85	80	48	45	53	16	8	73	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	126	78	71	47	44	51	16	6	68	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31180	438700	340900	443760	325120	313360	447700	162240	90260	815020	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	38380	49880	57760	66960	77200	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
11000	0	0	0	0	0	0	0	3	19	12	10	6	7	6	2	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	152	101	80	48	66	53	16	8	73	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	140	93	71	47	63	51	16	6	68	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42480	483240	414660	443760	325120	440940	447700	162240	90260	815020	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	38380	49880	57760	66960	77200	82140	90260	175520	239680	0	0	0	0	0	0	0	0	
12000	0	0	0	0	0	0	0	3	19	15	15	12	8	6	2	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	152	125	120	101	74	53	16	24	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	140	116	108	98	71	51	16	21	76	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42480	483240	526920	672060	664420	505900	447700	162240	279320	917580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58520	66960	77200	82140	97660	175520	239680	0	0	0	0	0	0	0	0	
13000	0	0	0	0	0	0	0	3	20	15	17	13	11	6	2	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	160	125	136	114	103	53	16	24	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	147	116	124	110	96	51	16	21	76	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42480	508920	526920	762180	723080	702460	447700	162240	279320	917580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68380	77200	82140	97660	175520	239680	0	0	0	0	0	0	0	0	
14000	0	0	0	0	0	0	0	5	21	16	17	14	11	8	3	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	168	138	136	122	103	74	24	24	94	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	155	128	124	118	96	70	24	21	87	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71020	533440	558600	762180	776180	702460	597860	250960	279320	1041060	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68380	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
15000	0	0	0	0	0	0	0	6	21	17	18	15	11	8	3	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	168	146	144	130	103	74	24	24	94	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	155	134	131	125	96	70	24	21	87	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85820	533440	589140	802340	828340	702460	597860	250960	279320	1041060	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68380	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
16000	0	0	0	0	0	0	0	8	23	17	19	15	12	8	3	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	184	146	152	130	111	74	24	24	107	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	170	134	139	125	104	70	24	21	100	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117520	588280	589140	846100	828340	766260	597860	250960	279320	1179940	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68380	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
17000	0	0	0	0	0	0	0	9	23	17	22	15	13	9	3	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	184	146	176	130	119	82	24	24	107	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	170	134	161	125	112	78	24	21	100	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	588280	589140	975400	828340	834960	668700	250960	279320	1179940	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
18000	0	0	0	0	0	0	0	9	27	18	23	16	14	10	3	3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	216	154	184	138	132	90	24	24	123	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	197	142	168	133	124	86	24	21	116	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	693220	625020	1019360	883140	901980	740120	250960	279320	1382580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
19000	0	0	0	0	0	0	0	9	28	18	23	17	16	12	3	4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	224	154	184	146	153	111	24	32	123	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	205	142	168	141	144	106	24	29	116	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	717300	625020	1019360	938260	1028180	888860	250960	374240	1382580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19300	30000	39280	49880	58660	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
20000	0	0	0	0	0	0	1	9	30	19	23	17	16	13	4	4	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	72	240	162	184	146	153	124	32	32	131	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	59	220	148	168	141	144	118	31	29	124	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	134840	764240	662080	1019360	938260	1028180	964500	331840	374240	1513880	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	58660	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
21000	0	0	0	0	0	0	1	10	32	20	25	17	16	14	5	4	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	80	256	170	205	146	153	137	40	32	139	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	67	233	155	188	141	144	130	39	29	131	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	150140	812800	694400	1113540	938260	1028180	1040680	414840	374240	1619380	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	58660	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
22000	0	0	0	0	0	0	1	10	35	20	26	19	16	14	6	4	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	80	280	170	213	162	153	137	53	32	147	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	67	255	155	195	156	144	130	51	29	139	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	150140	890640	694400	1155120	1050160	1028180	1040680	496300	374240	1729820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
23000	0	0	0	0	0	0	1	11	36	22	26	19	17	14	6	4	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	88	288	186	213	162	161	137	53	32	160	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	74	263	169	195	156	150	130	51	29	151	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	169360	916880	764300	1155120	1050160	1091780	1040680	496300	374240	1853000	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
24000	0	0	0	0	0	0	1	13	37	25	26	19	19	14	6	4	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	104	296	210	213	162	182	137	53	32	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	89	271	193	195	156	170	130	51	29	159	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	202120	942600	872680	1155120	1050160	1223460	1040680	496300	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
25000	0	0	0	0	0	0	1	14	37	27	26	20	19	15	7	4	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	112	296	226	213	170	182	145	61	32	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	95	271	207	195	164	170	137	59	29	159	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	936460	1155120	1104800	1223460	1119760	584140	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
26000	0	0	0	0	0	0	1	14	37	28	27	21	19	16	7	4	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	112	296	234	221	178	182	153	61	32	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	95	271	215	203	172	170	144	59	29	159	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	974660	1203640	1159980	1223460	1193560	584140	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
27000	0	0	0	0	0	0	1	14	37	28	28	21	19	16	7	5	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	112	296	234	229	178	182	153	61	45	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	95	271	215	211	172	170	144	59	41	159	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	974660	1249920	1159980	1223460	1193560	584140	471040	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
28000	0	0	0	0	0	0	1	15	38	28	29	22	20	18	7	5	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	120	304	234	237	186	200	174	61	45	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	101	279	215	218	180	188	164	59	41	159	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	238720	967080	974660	1292840	1216080	1291720	1349260	584140	471040	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
29000	0	0	0	0	0	0	1	16	39	28	31	22	21	18	9	5	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	128	312	234	258	186	208	174	82	45	189	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	107	286	215	235	180	195	164	80	41	179	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	252120	990680	974660	1381400	1216080	1355360	1349260	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
30000	0	0	0	0	0	0	1	16	41	29	33	22	21	20	9	5	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	128	328	242	274	186	208	195	82	45	189	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	107	299	223	248	180	195	182	80	41	179	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	252120	1049140	1011780	1468680	1216080	1355360	1501440	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
31000	0	0	0	0	0	0	2	16	45	30	34	24	21	20	9	5	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	128	360	250	282	202	208	195	82	45	189	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	107	324	230	256	195	195	182	80	41	179	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	252120	1153120	1048480	1510620	1327140	1355360	1501440	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
32000	0	0	0	0	0	0	2	18	45	30	35	25	23	20	9	5	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	144	360	250	290	210	224	195	82	45	207	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	118	324	230	264	203	211	182	80	41	197	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	276120	1153120	1048480	1559100	1380940	1493100	1501440	749520	471040	2370320	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
33000	0	0	0	0	0	0	2	19	48	32	35	26	23	20	9	5	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	152	384	266	290	218	224	195	82	45	220	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	124	347	243	264	211	211	182	80	41	209	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	290620	1218580	1115840	1559100	1439740	1493100	1501440	749520	471040	2496960	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39280	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
34000	0	0	0	0	0	0	2	19	48	34	36	26	23	20	9	5	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	152	384	282	303	218	224	195	82	45	244	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	124	347	257	275	211	211	182	80	41	232	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	290620	1218580	1193300	1606920	1439740	1493100	1501440	749520	471040	2829920	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
35000	0	0	0	0	0	0	2	20	49	36	36	28	24	21	9	5	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	160	392	298	303	234	232	203	82	45	257	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	131	354	273	275	227	219	190	80	41	241	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	308280	1243520	1258760	1606920	1554940	1560980	1577080	749520	471040	2959820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
36000	0	0	0	0	0	0	2	20	50	36	36	28	25	23	11	5	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	160	400	298	303	234	240	219	98	45	257	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	131	362	273	275	227	227	206	96	41	241	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	308280	1272180	1258760	1606920	1554940	1629420	1722840	918700	471040	2959820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
37000	0	0	0	0	0	0	2	21	50	38	36	30	27	24	11	6	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	168	400	314	303	250	261	227	98	58	257	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	138	362	287	275	243	243	213	96	53	241	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	324820	1272180	1332760	1606920	1662240	1759000	1793600	918700	564360	2959820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
38000	0	0	0	0	0	0	3	22	50	38	36	32	27	24	12	6	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	176	400	314	303	271	261	227	106	58	257	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	145	362	287	275	264	243	213	103	53	241	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18020	340900	1272180	1332760	1606920	1770040	1759000	1793600	1007380	564360	2959820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19300	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
39000	0	0	0	0	0	0	3	23	51	38	38	32	27	26	12	6	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	184	413	314	319	271	261	243	106	58	257	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	152	373	287	289	264	243	227	103	53	241	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18020	360720	1301100	1332760	1690960	1770040	1759000	1934200	1007380	564360	2959820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	19820	30000	39520	49880	59600	69720	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	
