Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	
608000	0	0	0	0	0	0	19	335	650	666	661	477	338	323	221	153	342	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2685	5270	5533	5623	4171	3079	3059	2238	1509	3796	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2292	4753	5050	5097	3863	2860	2842	2087	1413	3517	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5406880	16361460	23094960	29812300	26140380	21953280	24108060	18735860	14484860	42664400	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
609000	0	0	0	0	0	0	19	336	650	667	662	477	339	323	222	153	343	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2693	5270	5541	5631	4171	3087	3059	2246	1509	3804	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2297	4753	5057	5105	3863	2868	2842	2094	1413	3525	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5420080	16361460	23130580	29857400	26140380	22020160	24108060	18821680	14484860	42778620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
610000	0	0	0	0	0	0	19	337	651	668	662	477	339	323	222	153	343	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2701	5278	5549	5631	4171	3087	3059	2246	1509	3804	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2304	4760	5064	5105	3863	2868	2842	2094	1413	3525	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5434040	16390680	23166620	29857400	26140380	22020160	24108060	18821680	14484860	42778620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
611000	0	0	0	0	0	0	19	339	654	669	663	479	339	323	223	154	344	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2717	5302	5557	5644	4187	3087	3059	2254	1522	3812	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2316	4781	5072	5117	3879	2868	2842	2102	1424	3533	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5459500	16471560	23197420	29899480	26254020	22020160	24108060	18909960	14582480	42887940	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
612000	0	0	0	0	0	0	19	341	655	671	664	479	340	323	223	154	344	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2733	5310	5578	5652	4187	3095	3059	2254	1522	3812	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2329	4789	5091	5124	3879	2875	2842	2102	1424	3533	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5491560	16491860	23271780	29942180	26254020	22084380	24108060	18909960	14582480	42887940	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
613000	0	0	0	0	0	0	19	342	655	671	664	480	340	323	223	155	344	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2741	5310	5578	5652	4195	3095	3059	2254	1530	3812	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2337	4789	5091	5124	3886	2875	2842	2102	1432	3533	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5506960	16491860	23271780	29942180	26307020	22084380	24108060	18909960	14681440	42887940	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
614000	0	0	0	0	0	0	19	342	656	674	665	484	341	323	223	155	345	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2741	5318	5607	5660	4227	3103	3059	2254	1530	3825	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2337	4794	5118	5132	3914	2883	2842	2102	1432	3545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5506960	16514820	23382700	29988420	26518480	22146220	24108060	18909960	14681440	43009160	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
615000	0	0	0	0	0	0	19	343	657	675	667	485	342	324	223	155	345	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	2749	5326	5615	5676	4235	3111	3067	2254	1530	3825	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	2345	4801	5125	5145	3921	2891	2850	2102	1432	3545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163960	5526640	16539540	23422420	30085980	26571640	22214260	24179020	18909960	14681440	43009160	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
616000	0	0	0	0	0	0	20	343	657	677	667	486	342	324	224	156	345	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	2749	5326	5631	5676	4243	3111	3067	2267	1538	3825	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	2345	4801	5140	5145	3929	2891	2850	2115	1440	3545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172120	5526640	16539540	23489320	30085980	26629600	22214260	24179020	18991660	14774940	43009160	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
617000	0	0	0	0	0	0	20	343	657	680	669	487	343	324	225	156	345	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	2749	5326	5655	5692	4251	3124	3067	2275	1538	3825	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	2345	4801	5163	5161	3937	2902	2850	2123	1440	3545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172120	5526640	16539540	23598560	30173200	26688200	22278100	24179020	19076980	14774940	43009160	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
618000	0	0	0	0	0	0	21	344	658	680	673	487	343	324	225	156	345	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2757	5334	5655	5729	4251	3124	3067	2275	1538	3825	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2349	4807	5163	5195	3937	2902	2850	2123	1440	3545	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5537260	16566540	23598560	30350100	26688200	22278100	24179020	19076980	14774940	43009160	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
619000	0	0	0	0	0	0	21	346	661	683	677	487	343	326	225	156	346	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2773	5358	5684	5766	4251	3124	3093	2275	1538	3833	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2361	4830	5190	5230	3937	2902	2871	2123	1440	3552	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5565160	16643760	23701820	30530700	26688200	22278100	24329620	19076980	14774940	43141060	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
620000	0	0	0	0	0	0	21	348	662	687	679	490	344	326	225	156	347	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2789	5366	5716	5787	4275	3132	3093	2275	1538	3846	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2375	4838	5217	5249	3961	2909	2871	2123	1440	3564	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5599840	16671980	23846860	30618520	26857960	22343440	24329620	19076980	14774940	43322900	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
621000	0	0	0	0	0	0	21	351	663	687	679	492	345	326	225	156	348	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2813	5374	5716	5787	4291	3145	3093	2275	1538	3854	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2395	4845	5217	5249	3975	2922	2871	2123	1440	3572	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5654380	16701220	23846860	30618520	26971620	22405840	24329620	19076980	14774940	43426400	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
622000	0	0	0	0	0	0	21	351	664	688	680	494	345	327	225	157	351	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2813	5382	5724	5795	4312	3145	3106	2275	1551	3878	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2395	4852	5225	5256	3993	2922	2884	2123	1453	3595	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5654380	16725740	23877800	30660880	27087500	22405840	24406340	19076980	14869500	43782780	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
623000	0	0	0	0	0	0	21	354	665	688	681	496	345	327	226	157	353	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2837	5390	5724	5803	4333	3145	3106	2288	1551	3899	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2416	4857	5225	5264	4013	2922	2884	2136	1453	3613	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5699440	16749540	23877800	30704200	27192500	22405840	24406340	19159740	14869500	44064120	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
624000	0	0	0	0	0	0	21	355	667	689	682	496	345	328	228	157	354	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5406	5732	5811	4333	3145	3114	2309	1551	3907	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4870	5231	5271	4013	2922	2892	2152	1453	3621	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16804520	23914000	30748340	27192500	22405840	24479940	19330760	14869500	44191440	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
625000	0	0	0	0	0	0	21	355	669	690	683	497	345	328	228	157	355	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5422	5740	5819	4341	3145	3114	2309	1551	3930	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4884	5238	5279	4021	2922	2892	2152	1453	3641	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16850680	23948200	30791160	27246900	22405840	24479940	19330760	14869500	44326820	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
626000	0	0	0	0	0	0	21	355	671	690	684	497	346	328	228	157	357	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5438	5740	5827	4341	3153	3114	2309	1551	3946	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4900	5238	5286	4021	2930	2892	2152	1453	3657	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16905220	23948200	30835280	27246900	22470400	24479940	19330760	14869500	44562620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
627000	0	0	0	0	0	0	21	355	673	690	685	498	346	329	228	157	357	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5454	5740	5835	4349	3153	3122	2309	1551	3946	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4916	5238	5291	4028	2930	2899	2152	1453	3657	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16961500	23948200	30880280	27302220	22470400	24552660	19330760	14869500	44562620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
628000	0	0	0	0	0	0	21	355	674	690	686	499	346	330	228	158	359	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5462	5740	5843	4362	3153	3130	2309	1559	3967	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4923	5238	5299	4041	2930	2907	2152	1461	3678	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16982900	23948200	30927900	27361320	22470400	24625460	19330760	14962580	44863620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
629000	0	0	0	0	0	0	21	355	674	690	687	505	346	331	228	158	359	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2845	5462	5740	5851	4415	3153	3138	2309	1559	3967	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2422	4923	5238	5305	4092	2930	2915	2152	1461	3678	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5710380	16982900	23948200	30969520	27701080	22470400	24701540	19330760	14962580	44863620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
630000	0	0	0	0	0	0	21	356	675	691	689	506	347	332	228	158	361	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2853	5470	5748	5867	4423	3161	3146	2309	1559	3983	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2428	4930	5245	5321	4100	2938	2922	2152	1461	3691	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5726720	17009040	23981000	31056960	27752900	22537920	24774780	19330760	14962580	45129620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
631000	0	0	0	0	0	0	21	359	677	693	690	506	347	332	229	159	361	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	2877	5486	5769	5875	4423	3161	3146	2317	1572	3983	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2449	4943	5263	5328	4100	2938	2922	2160	1474	3691	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181140	5774320	17064580	24052300	31105480	27752900	22537920	24774780	19417080	15056600	45129620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
632000	0	0	0	0	0	0	22	359	681	693	691	506	347	332	230	159	361	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	2877	5518	5769	5883	4423	3161	3146	2325	1572	3983	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	2449	4972	5263	5334	4100	2938	2922	2167	1474	3691	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190620	5774320	17159580	24052300	31146100	27752900	22537920	24774780	19497920	15056600	45129620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
633000	0	0	0	0	0	0	22	360	683	693	692	506	347	333	230	159	361	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	2885	5534	5769	5891	4423	3161	3154	2325	1572	3983	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	2457	4985	5263	5342	4100	2938	2930	2167	1474	3691	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190620	5789860	17207360	24052300	31189420	27752900	22537920	24847780	19497920	15056600	45129620	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
634000	0	0	0	0	0	0	23	360	683	695	695	507	347	333	230	161	362	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2885	5534	5785	5915	4436	3161	3154	2325	1598	3991	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2457	4985	5277	5364	4112	2938	2930	2167	1497	3699	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5789860	17207360	24120980	31324460	27811220	22537920	24847780	19497920	15245780	45248420	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
635000	0	0	0	0	0	0	23	361	685	695	697	509	347	333	230	162	363	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2893	5550	5785	5931	4452	3161	3154	2325	1606	3999	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2464	5001	5277	5379	4126	2938	2930	2167	1505	3707	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5809680	17261460	24120980	31408460	27916480	22537920	24847780	19497920	15338660	45351640	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
636000	0	0	0	0	0	0	23	362	685	696	698	509	347	333	230	162	364	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2901	5550	5793	5939	4452	3161	3154	2325	1606	4007	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2470	5001	5285	5387	4126	2938	2930	2167	1505	3714	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5820040	17261460	24151140	31456300	27916480	22537920	24847780	19497920	15338660	45458220	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
637000	0	0	0	0	0	0	23	362	687	697	701	510	347	333	231	162	364	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2901	5566	5801	5963	4460	3161	3154	2333	1606	4007	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2470	5017	5292	5410	4133	2938	2930	2174	1505	3714	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5820040	17313400	24185900	31592160	27967200	22537920	24847780	19578040	15338660	45458220	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
638000	0	0	0	0	0	0	23	362	688	703	702	512	347	333	231	162	366	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2901	5574	5849	5971	4476	3161	3154	2333	1606	4028	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2470	5024	5339	5417	4148	2938	2930	2174	1505	3734	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5820040	17336420	24388220	31634340	28076540	22537920	24847780	19578040	15338660	45670840	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
639000	0	0	0	0	0	0	23	362	688	703	704	513	347	334	231	162	366	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2901	5574	5849	5992	4489	3161	3162	2333	1606	4028	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2470	5024	5339	5438	4159	2938	2938	2174	1505	3734	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5820040	17336420	24388220	31724060	28129040	22537920	24921540	19578040	15338660	45670840	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
640000	0	0	0	0	0	0	23	363	689	703	707	513	347	335	232	162	366	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2909	5582	5849	6016	4489	3161	3175	2341	1606	4028	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2477	5031	5339	5460	4159	2938	2950	2182	1505	3734	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5839360	17363920	24388220	31847500	28129040	22537920	24996180	19664120	15338660	45670840	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
641000	0	0	0	0	0	0	23	364	689	704	708	515	347	336	232	162	367	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2917	5582	5857	6029	4510	3161	3183	2341	1606	4046	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2485	5031	5346	5472	4177	2938	2958	2182	1505	3750	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5858680	17363920	24424880	31896960	28244400	22537920	25068380	19664120	15338660	45772440	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
642000	0	0	0	0	0	0	23	365	692	706	708	515	347	336	232	162	368	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2925	5606	5873	6029	4510	3161	3183	2341	1606	4059	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2490	5054	5361	5472	4177	2938	2958	2182	1505	3761	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199820	5877080	17438920	24493200	31896960	28244400	22537920	25068380	19664120	15338660	45893220	1781320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	59940	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
