Num of Spin	TotalWinAmount	Total CoinIn	Total CoinOut	PayBack	Win Standard Deviation	RTP Standard Deviation	Win Tier 0 Count	Win Tier 1 Count	Win Tier 2 Count	Win Tier 3 Count	Win Tier 4 Count	Win Tier 5 Count	Win Tier 6 Count	Win Tier 7 Count	Win Tier 8 Count	Win Tier 9 Count	Win Tier 10 Count	Win Tier 11 Count	Win Tier 12 Count	Win Tier 13 Count	Win Tier 14 Count	Win Tier 15 Count	Win Tier 16 Count	Win Tier 17 Count	Win Tier 18 Count	Win Tier 19 Count	Win Tier 20 Count	Win Tier 21 Count	Win Tier 22 Count	Win Tier 23 Count	Win Tier 24 Count	Win Tier 25 Count	Win Tier 0 TotalWin	Win Tier 1 TotalWin	Win Tier 2 TotalWin	Win Tier 3 TotalWin	Win Tier 4 TotalWin	Win Tier 5 TotalWin	Win Tier 6 TotalWin	Win Tier 7 TotalWin	Win Tier 8 TotalWin	Win Tier 9 TotalWin	Win Tier 10 TotalWin	Win Tier 11 TotalWin	Win Tier 12 TotalWin	Win Tier 13 TotalWin	Win Tier 14 TotalWin	Win Tier 15 TotalWin	Win Tier 16 TotalWin	Win Tier 17 TotalWin	Win Tier 18 TotalWin	Win Tier 19 TotalWin	Win Tier 20 TotalWin	Win Tier 21 TotalWin	Win Tier 22 TotalWin	Win Tier 23 TotalWin	Win Tier 24 TotalWin	Win Tier 25 TotalWin	Base 0 Total Max Pay	Base 1 Total Max Pay	Base 2 Total Max Pay	Base 3 Total Max Pay	Base 4 Total Max Pay	Base 5 Total Max Pay	Base 6 Total Max Pay	Base 7 Total Max Pay	Base 8 Total Max Pay	Base 9 Total Max Pay	Base 10 Total Max Pay	Base 11 Total Max Pay	Base 12 Total Max Pay	Base 13 Total Max Pay	Base 14 Total Max Pay	Base 15 Total Max Pay	Base 16 Total Max Pay	Base 17 Total Max Pay	Base 18 Total Max Pay	Base 19 Total Max Pay	Base 20 Total Max Pay	Base 21 Total Max Pay	Base 22 Total Max Pay	Base 23 Total Max Pay	Base 24 Total Max Pay	Base 25 Total Max Pay	Fs 0 Total Max Pay	Fs 1 Total Max Pay	Fs 2 Total Max Pay	Fs 3 Total Max Pay	Fs 4 Total Max Pay	Fs 5 Total Max Pay	Fs 6 Total Max Pay	Fs 7 Total Max Pay	Fs 8 Total Max Pay	Fs 9 Total Max Pay	Fs 10 Total Max Pay	Fs 11 Total Max Pay	Fs 12 Total Max Pay	Fs 13 Total Max Pay	Fs 14 Total Max Pay	Fs 15 Total Max Pay	Fs 16 Total Max Pay	Fs 17 Total Max Pay	Fs 18 Total Max Pay	Fs 19 Total Max Pay	Fs 20 Total Max Pay	Fs 21 Total Max Pay	Fs 22 Total Max Pay	Fs 23 Total Max Pay	Fs 24 Total Max Pay	Fs 25 Total Max Pay	Bonus 0 Total Max Pay	Bonus 1 Total Max Pay	Bonus 2 Total Max Pay	Bonus 3 Total Max Pay	Bonus 4 Total Max Pay	Bonus 5 Total Max Pay	Bonus 6 Total Max Pay	Bonus 7 Total Max Pay	Bonus 8 Total Max Pay	Bonus 9 Total Max Pay	Bonus 10 Total Max Pay	Bonus 11 Total Max Pay	Bonus 12 Total Max Pay	Bonus 13 Total Max Pay	Bonus 14 Total Max Pay	Bonus 15 Total Max Pay	Bonus 16 Total Max Pay	Bonus 17 Total Max Pay	Bonus 18 Total Max Pay	Bonus 19 Total Max Pay	Bonus 20 Total Max Pay	Bonus 21 Total Max Pay	Bonus 22 Total Max Pay	Bonus 23 Total Max Pay	Bonus 24 Total Max Pay	Bonus 25 Total Max Pay	Max Pay 0 Total Hit	Max Pay 1 Total Hit	Max Pay 2 Total Hit	Max Pay 3 Total Hit	Max Pay 4 Total Hit	Max Pay 5 Total Hit	Max Pay 6 Total Hit	Max Pay 7 Total Hit	Max Pay 8 Total Hit	Max Pay 9 Total Hit	Max Pay 10 Total Hit	Max Pay 11 Total Hit	Max Pay 12 Total Hit	Max Pay 13 Total Hit	Max Pay 14 Total Hit	Max Pay 15 Total Hit	Max Pay 16 Total Hit	Max Pay 17 Total Hit	Max Pay 18 Total Hit	Max Pay 19 Total Hit	Max Pay 20 Total Hit	Max Pay 21 Total Hit	Max Pay 22 Total Hit	Max Pay 23 Total Hit	Max Pay 24 Total Hit	Max Pay 25 Total Hit	Max Pay 0 Award	Max Pay 1 Award	Max Pay 2 Award	Max Pay 3 Award	Max Pay 4 Award	Max Pay 5 Award	Max Pay 6 Award	Max Pay 7 Award	Max Pay 8 Award	Max Pay 9 Award	Max Pay 10 Award	Max Pay 11 Award	Max Pay 12 Award	Max Pay 13 Award	Max Pay 14 Award	Max Pay 15 Award	Max Pay 16 Award	Max Pay 17 Award	Max Pay 18 Award	Max Pay 19 Award	Max Pay 20 Award	Max Pay 21 Award	Max Pay 22 Award	Max Pay 23 Award	Max Pay 24 Award	Max Pay 25 Award	Base 0 Total Pay	Base 1 Total Pay	Base 2 Total Pay	Base 3 Total Pay	Base 4 Total Pay	Base 5 Total Pay	Base 6 Total Pay	Base 7 Total Pay	Base 8 Total Pay	Base 9 Total Pay	Base 10 Total Pay	Base 11 Total Pay	Base 12 Total Pay	Base 13 Total Pay	Base 14 Total Pay	Base 15 Total Pay	Base 16 Total Pay	Base 17 Total Pay	Base 18 Total Pay	Base 19 Total Pay	Base 20 Total Pay	Base 21 Total Pay	Base 22 Total Pay	Base 23 Total Pay	Base 24 Total Pay	Base 25 Total Pay	Fs 0 Total Pay	Fs 1 Total Pay	Fs 2 Total Pay	Fs 3 Total Pay	Fs 4 Total Pay	Fs 5 Total Pay	Fs 6 Total Pay	Fs 7 Total Pay	Fs 8 Total Pay	Fs 9 Total Pay	Fs 10 Total Pay	Fs 11 Total Pay	Fs 12 Total Pay	Fs 13 Total Pay	Fs 14 Total Pay	Fs 15 Total Pay	Fs 16 Total Pay	Fs 17 Total Pay	Fs 18 Total Pay	Fs 19 Total Pay	Fs 20 Total Pay	Fs 21 Total Pay	Fs 22 Total Pay	Fs 23 Total Pay	Fs 24 Total Pay	Fs 25 Total Pay	Bonus 0 Total Pay	Bonus 1 Total Pay	Bonus 2 Total Pay	Bonus 3 Total Pay	Bonus 4 Total Pay	Bonus 5 Total Pay	Bonus 6 Total Pay	Bonus 7 Total Pay	Bonus 8 Total Pay	Bonus 9 Total Pay	Bonus 10 Total Pay	Bonus 11 Total Pay	Bonus 12 Total Pay	Bonus 13 Total Pay	Bonus 14 Total Pay	Bonus 15 Total Pay	Bonus 16 Total Pay	Bonus 17 Total Pay	Bonus 18 Total Pay	Bonus 19 Total Pay	Bonus 20 Total Pay	Bonus 21 Total Pay	Bonus 22 Total Pay	Bonus 23 Total Pay	Bonus 24 Total Pay	Bonus 25 Total Pay	Fs1 Total Entries	Fs1 Total Win	Fs1 Win StdDev	Fs1 RTP StdDev	
160000	600.0	160000000	1.5490834E8	0.968177125	5617.106204900058	5.699934127909027	115703	28701	3894	2009	1689	1162	3395	1968	596	177	207	130	85	103	51	37	91	2	0	0	0	0	0	0	0	0	0	11271360	6213700	5277760	6176400	5470640	25087780	25874100	14052660	6174900	9303020	7155720	5529500	7668260	4310060	3521220	11335780	485480	0	0	0	0	0	0	0	0	0	673000	2370000	1476000	2616000	2140000	2860000	1260000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115703	673	1185	492	654	428	286	63	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11271360	6213700	5277760	6176400	5470640	25063860	24408020	9503400	737880	745140	57860	5340	2560	960	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23920	1466080	4549260	5437020	8557880	7097860	5524160	7665700	4309100	3520020	11333980	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	59970460	31371.144533821687	61.78495665514647	
161000	0.0	161000000	1.559279E8	0.9684962732919254	5615.166563210283	5.698076918046764	116423	28874	3927	2027	1698	1168	3409	1983	600	181	208	130	86	104	52	37	91	2	0	0	0	0	0	0	0	0	0	11339800	6265940	5325360	6207500	5498440	25192080	26079240	14145760	6299400	9343820	7155720	5591560	7742080	4398720	3521220	11335780	485480	0	0	0	0	0	0	0	0	0	677000	2388000	1485000	2620000	2145000	2870000	1280000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116423	677	1194	495	655	429	287	64	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11339800	6265940	5325360	6207500	5498440	25168160	24597520	9574100	799180	785940	57860	5500	2560	960	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23920	1481720	4571660	5500220	8557880	7097860	5586060	7739520	4397760	3520020	11333980	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	60296080	31345.6670276252	61.7341247133101	
162000	200.0	162000000	1.5694088E8	0.9687708641975309	5613.958056671308	5.696932687805338	117129	29070	3951	2043	1703	1173	3437	1992	605	181	209	131	88	105	53	37	91	2	0	0	0	0	0	0	0	0	0	11416140	6305260	5367880	6226700	5521960	25400140	26193660	14261660	6299400	9388040	7206880	5717900	7813160	4479620	3521220	11335780	485480	0	0	0	0	0	0	0	0	0	682000	2402000	1500000	2632000	2155000	2870000	1280000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117129	682	1201	500	658	431	287	64	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11416140	6305260	5367880	6226700	5521960	25376220	24711940	9690000	799180	785940	57860	5700	2560	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23920	1481720	4571660	5500220	8602100	7149020	5712200	7810600	4478560	3520020	11333980	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	60669480	31281.31054636671	61.741153232425916	
163000	0.0	163000000	1.5790002E8	0.9687117791411043	5617.817679850897	5.700726093673888	117871	29240	3976	2054	1711	1176	3457	2001	611	183	210	132	88	106	53	37	92	2	0	0	0	0	0	0	0	0	0	11479000	6343840	5398200	6255940	5536160	25552940	26302860	14396900	6360740	9437240	7264780	5717900	7890360	4479620	3521220	11476840	485480	0	0	0	0	0	0	0	0	0	685000	2414000	1518000	2640000	2165000	2900000	1280000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117871	685	1207	506	660	433	290	64	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11479000	6343840	5398200	6255940	5536160	25529020	24821140	9781200	799340	835140	57860	5700	2560	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23920	1481720	4615700	5561400	8602100	7206920	5712200	7887800	4478560	3520020	11475040	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	61050860	31343.406222177393	61.77733967094879	
164000	0.0	164000000	1.5881528E8	0.9683858536585366	5614.99476006053	5.697888847378084	118582	29433	4003	2067	1717	1183	3480	2012	616	184	210	132	88	108	54	37	92	2	0	0	0	0	0	0	0	0	0	11556100	6386680	5430260	6277480	5568880	25722660	26447560	14512600	6399980	9437240	7264780	5717900	8040660	4568960	3521220	11476840	485480	0	0	0	0	0	0	0	0	0	691000	2434000	1518000	2648000	2170000	2910000	1280000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118582	691	1217	506	662	434	291	64	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11556100	6386680	5430260	6277480	5568880	25698740	24965840	9876500	799340	835140	57860	5700	2760	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23920	1481720	4636100	5600640	8602100	7206920	5712200	8037900	4567900	3520020	11475040	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	61349940	31323.806804749303	61.790813219244015	
165000	0.0	165000000	1.5996768E8	0.9695010909090909	5617.524809687393	5.700571668940736	119306	29609	4021	2073	1732	1188	3509	2025	623	187	210	134	88	108	54	38	93	2	0	0	0	0	0	0	0	0	0	11621740	6415860	5447060	6333220	5592280	25938700	26626160	14668520	6505140	9437240	7371080	5717900	8040660	4568960	3617800	11579880	485480	0	0	0	0	0	0	0	0	0	691000	2446000	1524000	2680000	2180000	2940000	1300000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119306	691	1223	508	670	436	294	65	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11621740	6415860	5447060	6333220	5592280	25904860	25096660	10011220	799400	835140	57860	5700	2760	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1529500	4657300	5705740	8602100	7313220	5712200	8037900	4567900	3616600	11578080	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156	61839860	31334.78494733132	61.681884459557196	
166000	0.0	166000000	1.6079282E8	0.9686314457831325	5609.224680382413	5.6922445830070965	120034	29781	4045	2093	1746	1194	3526	2035	626	190	211	136	88	108	54	38	93	2	0	0	0	0	0	0	0	0	0	11692700	6453840	5500100	6385940	5620080	26061400	26755460	14738320	6610220	9483880	7480200	5717900	8040660	4568960	3617800	11579880	485480	0	0	0	0	0	0	0	0	0	694000	2454000	1539000	2708000	2190000	2960000	1320000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120034	694	1227	513	677	438	296	66	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11692700	6453840	5500100	6385940	5620080	26027560	25213760	10081020	799800	835140	58060	5700	2760	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1541700	4657300	5810420	8648740	7422140	5712200	8037900	4567900	3616600	11578080	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	62112300	31279.371958507392	61.57817317044891	
167000	2800.0	167000000	1.6208118E8	0.9705459880239521	5622.364398652792	5.705518464268644	120763	29964	4063	2102	1752	1203	3546	2047	629	191	212	139	91	108	55	39	94	2	0	0	0	0	0	0	0	0	0	11766960	6483080	5524060	6407540	5662400	26204400	26919960	14806780	6641620	9524500	7649000	5913340	8040660	4651880	3710800	11688720	485480	0	0	0	0	0	0	0	0	0	701000	2466000	1545000	2720000	2210000	2970000	1320000	90000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120763	701	1233	515	680	442	297	66	5	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11766960	6483080	5524060	6407540	5662400	26170560	25360060	10129120	799800	835140	58060	5900	2760	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1559900	4677660	5841820	8689360	7590940	5907440	8037900	4650820	3709600	11686920	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	62871680	31228.154293820175	61.5998746856654	
168000	0.0	168000000	1.6313596E8	0.971047380952381	5624.116046789485	5.707329876904982	121494	30137	4087	2114	1759	1212	3565	2061	633	192	213	142	91	109	55	39	95	2	0	0	0	0	0	0	0	0	0	11835140	6521660	5555100	6434260	5703840	26345320	27106500	14903520	6681420	9567100	7807560	5913340	8111680	4651880	3710800	11801360	485480	0	0	0	0	0	0	0	0	0	705000	2478000	1551000	2740000	2215000	3000000	1320000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121494	705	1239	517	685	443	300	66	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11835140	6521660	5555100	6434260	5703840	26311480	25531560	10201440	799800	835140	58060	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1574940	4702080	5881620	8731960	7749500	5907440	8108720	4650820	3709600	11799560	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	63335560	31196.54645260626	61.57128409088779	
169000	0.0	169000000	1.6401454E8	0.9705002366863905	5616.791844383766	5.700019415102653	122204	30329	4117	2125	1768	1218	3584	2073	639	194	214	144	91	109	55	39	95	2	0	0	0	0	0	0	0	0	0	11911440	6567400	5584440	6468960	5733740	26473620	27263140	15047100	6751740	9615420	7923000	5913340	8111680	4651880	3710800	11801360	485480	0	0	0	0	0	0	0	0	0	707000	2490000	1563000	2760000	2240000	3010000	1340000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122204	707	1245	521	690	448	301	67	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11911440	6567400	5584440	6468960	5733740	26439780	25688200	10291740	799800	835140	58360	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1574940	4755360	5951940	8780280	7864640	5907440	8108720	4650820	3709600	11799560	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	63622620	31134.12422571114	61.47668059295053	
170000	0.0	170000000	1.649766E8	0.9704505882352941	5618.53666058895	5.701730311983469	122912	30519	4145	2149	1772	1228	3601	2081	643	197	214	145	92	109	56	39	96	2	0	0	0	0	0	0	0	0	0	11986580	6613100	5647840	6484460	5781180	26584820	27349840	15145500	6847420	9615420	7976980	5981440	8111680	4739500	3710800	11914560	485480	0	0	0	0	0	0	0	0	0	712000	2508000	1584000	2772000	2260000	3010000	1340000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122912	712	1254	528	693	452	301	67	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	11986580	6613100	5647840	6484460	5781180	26550980	25774900	10390140	799800	835140	58360	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1574940	4755360	6047620	8780280	7918620	5975540	8108720	4738440	3709600	11912760	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199	64041200	31128.337567449602	61.506086263696	
171000	320.0	171000000	1.6599832E8	0.9707504093567252	5621.7417361523185	5.704939658336986	123629	30704	4174	2159	1784	1233	3622	2095	644	198	215	145	93	109	58	40	96	2	0	0	0	0	0	0	0	0	0	12057260	6656700	5675240	6529200	5805580	26754640	27537840	15172300	6884840	9660640	7976980	6048180	8111680	4918420	3808780	11914560	485480	0	0	0	0	0	0	0	0	0	713000	2518000	1596000	2796000	2280000	3050000	1360000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123629	713	1259	532	699	456	305	68	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12057260	6656700	5675240	6529200	5805580	26720800	25962900	10390140	799800	835140	58360	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1574940	4782160	6085040	8825500	7918620	6042280	8108720	4917360	3807580	11912760	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	64494280	31115.094160582103	61.55603626855247	
172000	0.0	172000000	1.6679556E8	0.9697416279069767	5618.816971258247	5.701885914449573	124346	30899	4194	2168	1796	1243	3645	2103	646	200	215	145	94	109	58	40	97	2	0	0	0	0	0	0	0	0	0	12135400	6686680	5699480	6572720	5853320	26920060	27646180	15215500	6953480	9660640	7976980	6108620	8111680	4918420	3808780	12042140	485480	0	0	0	0	0	0	0	0	0	719000	2524000	1605000	2808000	2305000	3080000	1360000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124346	719	1262	535	702	461	308	68	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12135400	6686680	5699480	6572720	5853320	26886220	26052440	10433340	800000	835140	58360	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1593740	4782160	6153480	8825500	7918620	6102720	8108720	4917360	3807580	12040340	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211	64769540	31150.252894727033	61.5794220597512	
173000	0.0	173000000	1.6786074E8	0.9702932947976879	5623.493437664701	5.7065880805776095	125060	31082	4222	2186	1803	1249	3665	2114	653	201	216	146	95	110	58	40	98	2	0	0	0	0	0	0	0	0	0	12204400	6731480	5745540	6598820	5882520	27063660	27787580	15371600	6984280	9703440	8036440	6174100	8184280	4918420	3808780	12179920	485480	0	0	0	0	0	0	0	0	0	722000	2542000	1623000	2820000	2325000	3090000	1380000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125060	722	1271	541	705	465	309	69	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12204400	6731480	5745540	6598820	5882520	27029820	26193840	10495620	830800	835140	58360	5900	2960	1060	1200	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1593740	4875980	6153480	8868300	7978080	6168200	8181320	4917360	3807580	12178120	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	65241480	31184.995805833227	61.59034634110727	
