Num of Spin	TotalWinAmount	Total CoinIn	Total CoinOut	PayBack	Win Standard Deviation	RTP Standard Deviation	Win Tier 0 Count	Win Tier 1 Count	Win Tier 2 Count	Win Tier 3 Count	Win Tier 4 Count	Win Tier 5 Count	Win Tier 6 Count	Win Tier 7 Count	Win Tier 8 Count	Win Tier 9 Count	Win Tier 10 Count	Win Tier 11 Count	Win Tier 12 Count	Win Tier 13 Count	Win Tier 14 Count	Win Tier 15 Count	Win Tier 16 Count	Win Tier 17 Count	Win Tier 18 Count	Win Tier 19 Count	Win Tier 20 Count	Win Tier 21 Count	Win Tier 22 Count	Win Tier 23 Count	Win Tier 24 Count	Win Tier 25 Count	Win Tier 0 TotalWin	Win Tier 1 TotalWin	Win Tier 2 TotalWin	Win Tier 3 TotalWin	Win Tier 4 TotalWin	Win Tier 5 TotalWin	Win Tier 6 TotalWin	Win Tier 7 TotalWin	Win Tier 8 TotalWin	Win Tier 9 TotalWin	Win Tier 10 TotalWin	Win Tier 11 TotalWin	Win Tier 12 TotalWin	Win Tier 13 TotalWin	Win Tier 14 TotalWin	Win Tier 15 TotalWin	Win Tier 16 TotalWin	Win Tier 17 TotalWin	Win Tier 18 TotalWin	Win Tier 19 TotalWin	Win Tier 20 TotalWin	Win Tier 21 TotalWin	Win Tier 22 TotalWin	Win Tier 23 TotalWin	Win Tier 24 TotalWin	Win Tier 25 TotalWin	Base 0 Total Max Pay	Base 1 Total Max Pay	Base 2 Total Max Pay	Base 3 Total Max Pay	Base 4 Total Max Pay	Base 5 Total Max Pay	Base 6 Total Max Pay	Base 7 Total Max Pay	Base 8 Total Max Pay	Base 9 Total Max Pay	Base 10 Total Max Pay	Base 11 Total Max Pay	Base 12 Total Max Pay	Base 13 Total Max Pay	Base 14 Total Max Pay	Base 15 Total Max Pay	Base 16 Total Max Pay	Base 17 Total Max Pay	Base 18 Total Max Pay	Base 19 Total Max Pay	Base 20 Total Max Pay	Base 21 Total Max Pay	Base 22 Total Max Pay	Base 23 Total Max Pay	Base 24 Total Max Pay	Base 25 Total Max Pay	Fs 0 Total Max Pay	Fs 1 Total Max Pay	Fs 2 Total Max Pay	Fs 3 Total Max Pay	Fs 4 Total Max Pay	Fs 5 Total Max Pay	Fs 6 Total Max Pay	Fs 7 Total Max Pay	Fs 8 Total Max Pay	Fs 9 Total Max Pay	Fs 10 Total Max Pay	Fs 11 Total Max Pay	Fs 12 Total Max Pay	Fs 13 Total Max Pay	Fs 14 Total Max Pay	Fs 15 Total Max Pay	Fs 16 Total Max Pay	Fs 17 Total Max Pay	Fs 18 Total Max Pay	Fs 19 Total Max Pay	Fs 20 Total Max Pay	Fs 21 Total Max Pay	Fs 22 Total Max Pay	Fs 23 Total Max Pay	Fs 24 Total Max Pay	Fs 25 Total Max Pay	Bonus 0 Total Max Pay	Bonus 1 Total Max Pay	Bonus 2 Total Max Pay	Bonus 3 Total Max Pay	Bonus 4 Total Max Pay	Bonus 5 Total Max Pay	Bonus 6 Total Max Pay	Bonus 7 Total Max Pay	Bonus 8 Total Max Pay	Bonus 9 Total Max Pay	Bonus 10 Total Max Pay	Bonus 11 Total Max Pay	Bonus 12 Total Max Pay	Bonus 13 Total Max Pay	Bonus 14 Total Max Pay	Bonus 15 Total Max Pay	Bonus 16 Total Max Pay	Bonus 17 Total Max Pay	Bonus 18 Total Max Pay	Bonus 19 Total Max Pay	Bonus 20 Total Max Pay	Bonus 21 Total Max Pay	Bonus 22 Total Max Pay	Bonus 23 Total Max Pay	Bonus 24 Total Max Pay	Bonus 25 Total Max Pay	Max Pay 0 Total Hit	Max Pay 1 Total Hit	Max Pay 2 Total Hit	Max Pay 3 Total Hit	Max Pay 4 Total Hit	Max Pay 5 Total Hit	Max Pay 6 Total Hit	Max Pay 7 Total Hit	Max Pay 8 Total Hit	Max Pay 9 Total Hit	Max Pay 10 Total Hit	Max Pay 11 Total Hit	Max Pay 12 Total Hit	Max Pay 13 Total Hit	Max Pay 14 Total Hit	Max Pay 15 Total Hit	Max Pay 16 Total Hit	Max Pay 17 Total Hit	Max Pay 18 Total Hit	Max Pay 19 Total Hit	Max Pay 20 Total Hit	Max Pay 21 Total Hit	Max Pay 22 Total Hit	Max Pay 23 Total Hit	Max Pay 24 Total Hit	Max Pay 25 Total Hit	Max Pay 0 Award	Max Pay 1 Award	Max Pay 2 Award	Max Pay 3 Award	Max Pay 4 Award	Max Pay 5 Award	Max Pay 6 Award	Max Pay 7 Award	Max Pay 8 Award	Max Pay 9 Award	Max Pay 10 Award	Max Pay 11 Award	Max Pay 12 Award	Max Pay 13 Award	Max Pay 14 Award	Max Pay 15 Award	Max Pay 16 Award	Max Pay 17 Award	Max Pay 18 Award	Max Pay 19 Award	Max Pay 20 Award	Max Pay 21 Award	Max Pay 22 Award	Max Pay 23 Award	Max Pay 24 Award	Max Pay 25 Award	Base 0 Total Pay	Base 1 Total Pay	Base 2 Total Pay	Base 3 Total Pay	Base 4 Total Pay	Base 5 Total Pay	Base 6 Total Pay	Base 7 Total Pay	Base 8 Total Pay	Base 9 Total Pay	Base 10 Total Pay	Base 11 Total Pay	Base 12 Total Pay	Base 13 Total Pay	Base 14 Total Pay	Base 15 Total Pay	Base 16 Total Pay	Base 17 Total Pay	Base 18 Total Pay	Base 19 Total Pay	Base 20 Total Pay	Base 21 Total Pay	Base 22 Total Pay	Base 23 Total Pay	Base 24 Total Pay	Base 25 Total Pay	Fs 0 Total Pay	Fs 1 Total Pay	Fs 2 Total Pay	Fs 3 Total Pay	Fs 4 Total Pay	Fs 5 Total Pay	Fs 6 Total Pay	Fs 7 Total Pay	Fs 8 Total Pay	Fs 9 Total Pay	Fs 10 Total Pay	Fs 11 Total Pay	Fs 12 Total Pay	Fs 13 Total Pay	Fs 14 Total Pay	Fs 15 Total Pay	Fs 16 Total Pay	Fs 17 Total Pay	Fs 18 Total Pay	Fs 19 Total Pay	Fs 20 Total Pay	Fs 21 Total Pay	Fs 22 Total Pay	Fs 23 Total Pay	Fs 24 Total Pay	Fs 25 Total Pay	Bonus 0 Total Pay	Bonus 1 Total Pay	Bonus 2 Total Pay	Bonus 3 Total Pay	Bonus 4 Total Pay	Bonus 5 Total Pay	Bonus 6 Total Pay	Bonus 7 Total Pay	Bonus 8 Total Pay	Bonus 9 Total Pay	Bonus 10 Total Pay	Bonus 11 Total Pay	Bonus 12 Total Pay	Bonus 13 Total Pay	Bonus 14 Total Pay	Bonus 15 Total Pay	Bonus 16 Total Pay	Bonus 17 Total Pay	Bonus 18 Total Pay	Bonus 19 Total Pay	Bonus 20 Total Pay	Bonus 21 Total Pay	Bonus 22 Total Pay	Bonus 23 Total Pay	Bonus 24 Total Pay	Bonus 25 Total Pay	Fs1 Total Entries	Fs1 Total Win	Fs1 Win StdDev	Fs1 RTP StdDev	
17000	160.0	17000000	1.66271E7	0.978064705882353	5784.282292806252	5.866390049405527	12218	3098	432	209	190	118	371	203	66	19	23	15	13	9	3	3	9	1	0	0	0	0	0	0	0	0	0	1216360	693980	542520	686200	557500	2740800	2674220	1555120	653440	1023100	828940	835920	668700	250960	279720	1179940	239680	0	0	0	0	0	0	0	0	0	79000	270000	150000	276000	240000	350000	260000	0	0	0	600	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	58400	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12218	79	135	50	69	48	35	13	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	59000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1216360	693980	542520	686200	557500	2740800	2539380	966840	64300	47700	600	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	588280	589140	975400	828340	834960	668700	250960	279320	1179940	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	6569560	34363.67436885981	62.843109286300475	
18000	0.0	18000000	1.776652E7	0.9870288888888888	5827.017260166347	5.910021673207079	12948	3268	457	217	200	128	397	211	72	20	24	16	14	10	3	3	11	1	0	0	0	0	0	0	0	0	0	1281900	733620	563160	722940	604100	2935680	2786920	1702080	689320	1067060	883740	902940	740120	250960	279720	1382580	239680	0	0	0	0	0	0	0	0	0	84000	284000	156000	292000	245000	370000	280000	0	0	0	600	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	58400	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12948	84	142	52	73	49	37	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	59000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1281900	733620	563160	722940	604100	2935680	2652080	1008860	64300	47700	600	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	693220	625020	1019360	883140	901980	740120	250960	279320	1382580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	7150220	33871.9803355495	62.56237115295739	
19000	0.0	19000000	1.876074E7	0.9874073684210526	5836.504196533766	5.919438702053447	13683	3451	477	229	206	132	416	222	76	20	24	17	16	12	3	4	11	1	0	0	0	0	0	0	0	0	0	1354460	766120	594280	745940	624000	3080400	2935880	1798560	689320	1067060	938860	1029140	888860	250960	374640	1382580	239680	0	0	0	0	0	0	0	0	0	88000	296000	168000	304000	260000	400000	280000	0	0	0	600	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	58400	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13683	88	148	56	76	52	40	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	59000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1354460	766120	594280	745940	624000	3080400	2801040	1081260	64300	47700	600	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134840	717300	625020	1019360	938260	1028180	888860	250960	374240	1382580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	7599280	33419.762158946665	62.78485180434365	
20000	800.0	20000000	1.972602E7	0.986301	5844.179076431437	5.926821976405222	14390	3644	505	239	215	139	441	235	80	21	24	17	16	13	4	4	12	1	0	0	0	0	0	0	0	0	0	1427400	810220	621680	778940	656400	3255620	3101780	1888000	726380	1067060	938860	1029140	964500	331840	374640	1513880	239680	0	0	0	0	0	0	0	0	0	89000	314000	177000	320000	275000	420000	280000	0	0	0	600	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	58400	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14390	89	157	59	80	55	42	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	59000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1427400	810220	621680	778940	656400	3248300	2966940	1123760	64300	47700	600	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	134840	764240	662080	1019360	938260	1028180	964500	331840	374240	1513880	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	7978420	33787.502499112255	63.00701179826562	
21000	0.0	21000000	2.07846E7	0.9897428571428571	5848.134251160094	5.931295401753073	15120	3813	526	252	228	146	469	242	86	22	26	17	16	14	5	4	13	1	0	0	0	0	0	0	0	0	0	1496120	844200	656620	826020	690200	3463420	3203080	2027780	758700	1161240	938860	1029140	1040680	414840	374640	1619380	239680	0	0	0	0	0	0	0	0	0	95000	332000	189000	340000	295000	460000	280000	0	0	0	600	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	58400	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15120	95	166	63	85	59	46	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	59000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1496120	844200	656620	826020	690200	3456100	3052940	1214980	64300	47700	600	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	150140	812800	694400	1113540	938260	1028180	1040680	414840	374240	1619380	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	8433460	33557.65217568571	62.740252618738204	
22000	0.0	22000000	2.192812E7	0.9967327272727273	5850.0636529110325	5.934367773632455	15817	4001	553	265	239	158	495	258	91	22	27	19	16	14	6	4	14	1	0	0	0	0	0	0	0	0	0	1564920	888240	690320	865920	745320	3652640	3440400	2157420	758700	1202820	1051160	1029140	1040680	496300	374640	1729820	239680	0	0	0	0	0	0	0	0	0	97000	354000	201000	356000	315000	460000	280000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15817	97	177	67	89	63	46	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1564920	888240	690320	865920	745320	3645320	3290260	1266780	64300	47700	1000	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	150140	890640	694400	1155120	1050160	1028180	1040680	496300	374240	1729820	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	8856680	33333.56622735909	62.601352910585454	
23000	0.0	23000000	2.279774E7	0.9912060869565218	5822.501859327827	5.906269330863256	16538	4182	588	272	245	167	513	275	93	24	27	19	17	14	6	4	15	1	0	0	0	0	0	0	0	0	0	1636140	940100	708460	887220	787720	3787080	3659740	2211660	828600	1202820	1051160	1092740	1040680	496300	374640	1853000	239680	0	0	0	0	0	0	0	0	0	100000	366000	207000	364000	335000	470000	280000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16538	100	183	69	91	67	47	14	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1636140	940100	708460	887220	787720	3779760	3490380	1294780	64300	47700	1000	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	169360	916880	764300	1155120	1050160	1091780	1040680	496300	374240	1853000	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	9158820	33412.306774600285	62.55491180519502	
24000	0.0	24000000	2.386132E7	0.9942216666666667	5839.700173028053	5.923729807590289	17253	4376	613	276	250	175	537	288	98	28	27	19	19	14	6	4	16	1	0	0	0	0	0	0	0	0	0	1710180	978940	718580	903940	825840	3962640	3844940	2327380	967780	1202820	1051160	1224420	1040680	496300	374640	1991400	239680	0	0	0	0	0	0	0	0	0	102000	380000	210000	364000	355000	500000	300000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	77520	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17253	102	190	70	91	71	50	15	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	77520	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1710180	978940	718580	903940	825840	3955320	3642820	1384780	95100	47700	1000	960	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	202120	942600	872680	1155120	1050160	1223460	1040680	496300	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	9595760	33568.0346769337	62.44104215000222	
25000	0.0	25000000	2.470998E7	0.9883992	5802.63037987423	5.886208652774758	17982	4557	636	290	255	183	560	297	101	30	27	20	19	15	7	4	16	1	0	0	0	0	0	0	0	0	0	1784260	1015980	756020	922580	862440	4137760	3960060	2395700	1032360	1202820	1105800	1224420	1119760	584300	374640	1991400	239680	0	0	0	0	0	0	0	0	0	106000	398000	222000	372000	360000	520000	300000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17982	106	199	74	93	72	52	15	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79080	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1784260	1015980	756020	922580	862440	4130440	3739440	1453100	95900	47700	1000	960	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	936460	1155120	1104800	1223460	1119760	584140	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	9899600	33345.7537184793	62.257455651630096	
26000	0.0	26000000	2.550426E7	0.980933076923077	5745.984337456073	5.829113629677568	18715	4727	662	302	270	188	581	309	103	31	28	21	19	16	7	4	16	1	0	0	0	0	0	0	0	0	0	1847640	1058260	788780	978500	886440	4299880	4111260	2442620	1070560	1251340	1160980	1224420	1193560	584300	374640	1991400	239680	0	0	0	0	0	0	0	0	0	109000	412000	234000	404000	375000	530000	320000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18715	109	206	78	101	75	53	16	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79080	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1847640	1058260	788780	978500	886440	4292560	3890640	1500020	95900	47700	1000	960	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	974660	1203640	1159980	1223460	1193560	584140	374240	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	10115300	33048.396597251354	62.116178151191754	
27000	0.0	27000000	2.628004E7	0.9733348148148148	5694.375925007625	5.776962682676561	19444	4903	692	312	276	197	599	325	107	31	29	21	19	16	7	5	16	1	0	0	0	0	0	0	0	0	0	1916840	1105940	814960	1000600	928640	4435600	4312880	2530620	1070560	1297620	1160980	1224420	1193560	584300	471440	1991400	239680	0	0	0	0	0	0	0	0	0	112000	432000	243000	416000	380000	560000	320000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79080	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19444	112	216	81	104	76	56	16	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79080	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1916840	1105940	814960	1000600	928640	4428280	4092260	1588020	95900	47700	1000	960	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	220620	942600	974660	1249920	1159980	1223460	1193560	584140	471040	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	10258380	33030.75746348241	62.26993292894403	
28000	0.0	28000000	2.719052E7	0.97109	5677.985541712833	5.760428421567322	20179	5078	716	322	289	202	618	334	112	31	30	22	20	18	7	5	16	1	0	0	0	0	0	0	0	0	0	1986060	1141580	841180	1048200	952240	4577000	4432620	2654700	1070560	1340540	1217080	1292680	1349260	584300	471440	1991400	239680	0	0	0	0	0	0	0	0	0	118000	442000	249000	440000	390000	560000	320000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20179	118	221	83	110	78	56	16	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79420	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	1986060	1141580	841180	1048200	952240	4569680	4193900	1687620	95900	47700	1000	960	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	238720	967080	974660	1292840	1216080	1291720	1349260	584140	471040	1991400	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	10623940	32725.06969282113	62.080679079872354	
29000	0.0	29000000	2.845892E7	0.9813420689655172	5737.042803560506	5.820368750019842	20901	5253	740	331	299	207	647	349	115	32	32	22	21	18	9	5	18	1	0	0	0	0	0	0	0	0	0	2057420	1181340	863680	1083620	975540	4803560	4640060	2725400	1107760	1429100	1217080	1356720	1349260	749680	471440	2207580	239680	0	0	0	0	0	0	0	0	0	125000	458000	252000	448000	400000	600000	320000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20901	125	229	84	112	80	60	16	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79420	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	2057420	1181340	863680	1083620	975540	4796240	4387940	1734720	133100	47700	1000	1360	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	252120	990680	974660	1381400	1216080	1355360	1349260	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	11194700	32787.15204672294	62.49050876712211	
30000	0.0	30000000	2.95303E7	0.9843433333333333	5714.252812233827	5.798415042061122	21639	5410	760	344	305	221	665	374	119	33	34	22	21	20	9	5	18	1	0	0	0	0	0	0	0	0	0	2118020	1213540	897680	1105820	1040340	4933600	4980760	2835460	1145080	1516380	1217080	1356720	1501440	749680	471440	2207580	239680	0	0	0	0	0	0	0	0	0	128000	470000	261000	452000	420000	600000	340000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21639	128	235	87	113	84	60	17	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79420	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	2118020	1213540	897680	1105820	1040340	4926280	4728640	1786320	133300	47700	1000	1360	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7320	252120	1049140	1011780	1468680	1216080	1355360	1501440	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	11529740	32442.13366276319	62.15253518962685	
31000	400.0	31000000	3.04013E7	0.9806870967741935	5666.030766813632	5.750274065838847	22341	5608	779	362	316	226	692	384	125	34	35	24	21	20	9	5	18	1	0	0	0	0	0	0	0	0	0	2196380	1243020	944260	1145820	1063740	5126320	5104560	2982420	1181780	1558320	1328140	1356720	1501440	749680	471440	2207580	239680	0	0	0	0	0	0	0	0	0	133000	476000	273000	468000	430000	610000	340000	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	39280	49880	59600	68700	79420	88720	97660	175520	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22341	133	238	91	117	86	61	17	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	39280	49880	60000	68700	79420	88720	98060	175520	239680	0	0	0	0	0	0	0	0	0	2196380	1243020	944260	1145820	1063740	5113880	4852440	1829300	133300	47700	1000	1360	0	160	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440	252120	1153120	1048480	1510620	1327140	1355360	1501440	749520	471040	2207580	239680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	11828540	32177.380360536914	61.32619614013874	
