Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
11000	88	1	968000	344	344	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	55	11	1	67	0	22200	10800	2400	35400	symbol3	0	54	5	1	60	0	21500	2200	800	24500	symbol4	0	105	12	2	119	0	19300	4400	1800	25500	symbol5	0	57	9	1	67	0	10850	3100	600	14550	symbol6	0	93	5	5	103	0	14440	1040	1760	17240	symbol7	0	121	24	3	148	0	14250	6060	2160	22470	symbol8	0	108	25	0	133	0	8880	3600	0	12480	symbol9	0	101	21	6	128	0	4120	1770	1020	6910	symbol10	0	92	14	4	110	0	4390	1200	560	6150	symbol11	0	109	10	3	122	0	2580	300	280	3160	symbol12	0	3	0	0	3	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
12000	88	1	1056000	368	368	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	55	11	1	67	0	22200	10800	2400	35400	symbol3	0	54	5	1	60	0	21500	2200	800	24500	symbol4	0	105	12	2	119	0	19300	4400	1800	25500	symbol5	0	65	14	1	80	0	11650	4100	600	16350	symbol6	0	112	5	5	122	0	16920	1040	1760	19720	symbol7	0	135	30	3	168	0	15840	7380	2160	25380	symbol8	0	111	25	1	137	0	9140	3600	240	12980	symbol9	0	112	23	6	141	0	4480	2070	1020	7570	symbol10	0	103	18	4	125	0	4850	1400	560	6810	symbol11	0	109	10	3	122	0	2580	300	280	3160	symbol12	0	3	0	0	3	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
13000	88	1	1144000	376	376	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	61	16	1	78	0	25600	16800	2400	44800	symbol3	0	57	5	1	63	0	22700	2200	800	25700	symbol4	0	105	12	2	119	0	19300	4400	1800	25500	symbol5	0	65	14	1	80	0	11650	4100	600	16350	symbol6	0	116	5	5	126	0	17880	1040	1760	20680	symbol7	0	135	30	3	168	0	15840	7380	2160	25380	symbol8	0	127	26	1	154	0	10460	3720	240	14420	symbol9	0	119	25	6	150	0	4690	2250	1020	7960	symbol10	0	107	18	4	129	0	4980	1400	560	6940	symbol11	0	109	10	3	122	0	2580	300	280	3160	symbol12	0	3	0	0	3	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
14000	88	1	1232000	408	408	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	76	21	1	98	0	35100	19200	2400	56700	symbol3	0	57	5	1	63	0	22700	2200	800	25700	symbol4	0	118	12	2	132	0	23850	4400	1800	30050	symbol5	0	76	25	1	102	0	14100	7400	600	22100	symbol6	0	123	7	5	135	0	19240	2320	1760	23320	symbol7	0	146	30	3	179	0	17700	7380	2160	27240	symbol8	0	147	28	2	177	0	12600	4360	880	17840	symbol9	0	121	26	6	153	0	4730	2310	1020	8060	symbol10	0	114	18	4	136	0	5240	1400	560	7200	symbol11	0	116	11	3	130	0	2796	320	280	3396	symbol12	0	4	0	0	4	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
15000	88	1	1320000	424	424	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	77	24	1	102	0	35400	21000	2400	58800	symbol3	0	57	5	1	63	0	22700	2200	800	25700	symbol4	0	130	12	2	144	0	25400	4400	1800	31600	symbol5	0	84	25	1	110	0	15650	7400	600	23650	symbol6	0	128	7	5	140	0	19920	2320	1760	24000	symbol7	0	146	30	3	179	0	17700	7380	2160	27240	symbol8	0	158	30	2	190	0	13480	4760	880	19120	symbol9	0	126	26	6	158	0	4880	2310	1020	8210	symbol10	0	123	22	5	150	0	5460	1640	640	7740	symbol11	0	120	11	3	134	0	2862	320	280	3462	symbol12	0	4	0	0	4	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
16000	88	1	1408000	432	432	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	77	24	1	102	0	35400	21000	2400	58800	symbol3	0	57	5	1	63	0	22700	2200	800	25700	symbol4	0	130	12	2	144	0	25400	4400	1800	31600	symbol5	0	86	25	1	112	0	15850	7400	600	23850	symbol6	0	128	7	5	140	0	19920	2320	1760	24000	symbol7	0	146	30	3	179	0	17700	7380	2160	27240	symbol8	0	165	30	2	197	0	13960	4760	880	19600	symbol9	0	126	26	6	158	0	4880	2310	1020	8210	symbol10	0	124	22	5	151	0	5510	1640	640	7790	symbol11	0	120	11	3	134	0	2862	320	280	3462	symbol12	0	4	0	0	4	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
17000	88	1	1496000	472	472	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	79	24	1	104	0	35800	21000	2400	59200	symbol3	0	61	5	1	67	0	24100	2200	800	27100	symbol4	0	146	13	2	161	0	28750	4600	1800	35150	symbol5	0	93	27	1	121	0	17300	8400	600	26300	symbol6	0	148	8	6	162	0	22320	2480	2080	26880	symbol7	0	182	30	3	215	0	21030	7380	2160	30570	symbol8	0	178	30	2	210	0	14900	4760	880	20540	symbol9	0	132	27	7	166	0	5040	2370	1140	8550	symbol10	0	132	22	5	159	0	5750	1640	640	8030	symbol11	0	122	11	3	136	0	2898	320	280	3498	symbol12	0	4	0	0	4	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
18000	88	1	1584000	496	496	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	90	24	1	115	0	40200	21000	2400	63600	symbol3	0	70	6	1	77	0	27300	2800	800	30900	symbol4	0	146	13	2	161	0	28750	4600	1800	35150	symbol5	0	93	27	1	121	0	17300	8400	600	26300	symbol6	0	148	8	6	162	0	22320	2480	2080	26880	symbol7	0	193	30	3	226	0	21780	7380	2160	31320	symbol8	0	185	30	2	217	0	15460	4760	880	21100	symbol9	0	137	27	7	171	0	5240	2370	1140	8750	symbol10	0	140	22	5	167	0	5940	1640	640	8220	symbol11	0	136	13	7	156	0	3174	420	680	4274	symbol12	0	4	0	0	4	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
19000	88	1	1672000	520	520	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	98	26	1	125	0	43600	24200	2400	70200	symbol3	0	71	6	1	78	0	27900	2800	800	31500	symbol4	0	155	18	4	177	0	32350	8600	5000	45950	symbol5	0	94	28	1	123	0	17700	9200	600	27500	symbol6	0	172	10	7	189	0	27280	3760	3360	34400	symbol7	0	195	30	3	228	0	22140	7380	2160	31680	symbol8	0	197	34	3	234	0	17180	5960	1360	24500	symbol9	0	165	36	9	210	0	6990	3810	1860	12660	symbol10	0	150	23	5	178	0	6530	1740	640	8910	symbol11	0	146	16	7	169	0	3492	560	680	4732	symbol12	0	5	0	0	5	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
20000	88	1	1760000	600	600	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	117	28	2	147	0	55600	26600	4800	87000	symbol3	0	81	6	1	88	0	31700	2800	800	35300	symbol4	0	185	21	4	210	0	39050	11000	5000	55050	symbol5	0	113	40	2	155	0	21950	15700	1000	38650	symbol6	0	227	17	7	251	0	39000	6400	3360	48760	symbol7	0	217	36	3	256	0	25200	9180	2160	36540	symbol8	0	207	38	4	249	0	17900	6440	1600	25940	symbol9	0	196	36	9	241	0	8870	3810	1860	14540	symbol10	0	176	33	8	217	0	7810	2940	1200	11950	symbol11	0	172	19	9	200	0	4284	780	800	5864	symbol12	0	9	0	0	9	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
21000	88	1	1848000	616	616	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	119	28	2	149	0	56000	26600	4800	87400	symbol3	0	81	6	1	88	0	31700	2800	800	35300	symbol4	0	189	21	4	214	0	39650	11000	5000	55650	symbol5	0	116	42	2	160	0	22400	16300	1000	39700	symbol6	0	239	17	7	263	0	40160	6400	3360	49920	symbol7	0	217	36	3	256	0	25200	9180	2160	36540	symbol8	0	207	38	4	249	0	17900	6440	1600	25940	symbol9	0	203	36	9	248	0	9080	3810	1860	14750	symbol10	0	176	33	8	217	0	7810	2940	1200	11950	symbol11	0	176	20	9	205	0	4356	810	800	5966	symbol12	0	9	0	0	9	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
22000	88	1	1936000	648	648	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	125	28	2	155	0	59200	26600	4800	90600	symbol3	0	94	6	1	101	0	40500	2800	800	44100	symbol4	0	193	22	4	219	0	40850	11600	5000	57450	symbol5	0	124	44	3	171	0	24850	17300	2000	44150	symbol6	0	245	18	7	270	0	41080	7040	3360	51480	symbol7	0	228	38	3	269	0	26250	9540	2160	37950	symbol8	0	222	40	4	266	0	20000	6880	1600	28480	symbol9	0	211	41	10	262	0	9720	4200	2040	15960	symbol10	0	192	34	8	234	0	8460	3100	1200	12760	symbol11	0	179	20	9	208	0	4428	810	800	6038	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
23000	88	1	2024000	672	672	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	126	28	3	157	0	59600	26600	6400	92600	symbol3	0	94	6	1	101	0	40500	2800	800	44100	symbol4	0	197	24	4	225	0	41300	12200	5000	58500	symbol5	0	125	45	3	173	0	24950	17500	2000	44450	symbol6	0	254	18	7	279	0	42440	7040	3360	52840	symbol7	0	233	38	3	274	0	26610	9540	2160	38310	symbol8	0	228	40	4	272	0	20280	6880	1600	28760	symbol9	0	211	41	10	262	0	9720	4200	2040	15960	symbol10	0	192	35	9	236	0	8460	3140	1280	12880	symbol11	0	184	20	9	213	0	4518	810	800	6128	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
24000	88	1	2112000	696	696	symbol1	0	11	0	0	11	0	11400	0	0	11400	symbol2	0	126	28	3	157	0	59600	26600	6400	92600	symbol3	0	96	6	1	103	0	41100	2800	800	44700	symbol4	0	199	24	4	227	0	41800	12200	5000	59000	symbol5	0	132	45	3	180	0	26250	17500	2000	45750	symbol6	0	261	18	7	286	0	43000	7040	3360	53400	symbol7	0	234	38	3	275	0	26730	9540	2160	38430	symbol8	0	228	40	4	272	0	20280	6880	1600	28760	symbol9	0	213	42	10	265	0	9840	4380	2040	16260	symbol10	0	194	35	9	238	0	8500	3140	1280	12920	symbol11	0	189	20	9	218	0	4608	810	800	6218	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
25000	88	1	2200000	720	720	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	133	28	3	164	0	61000	26600	6400	94000	symbol3	0	98	6	1	105	0	41500	2800	800	45100	symbol4	0	209	24	4	237	0	43800	12200	5000	61000	symbol5	0	132	45	3	180	0	26250	17500	2000	45750	symbol6	0	261	18	7	286	0	43000	7040	3360	53400	symbol7	0	238	38	3	279	0	27120	9540	2160	38820	symbol8	0	240	41	4	285	0	20880	6960	1600	29440	symbol9	0	230	50	10	290	0	10620	4860	2040	17520	symbol10	0	206	38	9	253	0	8900	3320	1280	13500	symbol11	0	199	21	10	230	0	4860	830	840	6530	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
26000	88	1	2288000	728	728	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	133	28	3	164	0	61000	26600	6400	94000	symbol3	0	102	6	1	109	0	42300	2800	800	45900	symbol4	0	209	24	4	237	0	43800	12200	5000	61000	symbol5	0	132	45	3	180	0	26250	17500	2000	45750	symbol6	0	261	18	7	286	0	43000	7040	3360	53400	symbol7	0	241	38	3	282	0	27390	9540	2160	39090	symbol8	0	259	46	4	309	0	21760	7560	1600	30920	symbol9	0	230	50	10	290	0	10620	4860	2040	17520	symbol10	0	210	38	9	257	0	9020	3320	1280	13620	symbol11	0	199	21	10	230	0	4860	830	840	6530	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
27000	88	1	2376000	752	752	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	137	30	3	170	0	61800	28200	6400	96400	symbol3	0	102	6	1	109	0	42300	2800	800	45900	symbol4	0	218	24	4	246	0	46050	12200	5000	63250	symbol5	0	135	47	3	185	0	27000	18500	2000	47500	symbol6	0	266	18	7	291	0	43600	7040	3360	54000	symbol7	0	247	39	3	289	0	28290	9840	2160	40290	symbol8	0	282	48	5	335	0	23200	7720	1760	32680	symbol9	0	230	50	10	290	0	10620	4860	2040	17520	symbol10	0	215	41	9	265	0	9190	3580	1280	14050	symbol11	0	217	23	13	253	0	5256	910	1080	7246	symbol12	0	10	0	0	10	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
28000	88	1	2464000	768	768	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	142	30	3	175	0	64300	28200	6400	98900	symbol3	0	102	6	1	109	0	42300	2800	800	45900	symbol4	0	220	24	4	248	0	46850	12200	5000	64050	symbol5	0	135	47	3	185	0	27000	18500	2000	47500	symbol6	0	274	18	7	299	0	45520	7040	3360	55920	symbol7	0	257	42	3	302	0	29640	10380	2160	42180	symbol8	0	287	48	5	340	0	23900	7720	1760	33380	symbol9	0	230	50	10	290	0	10620	4860	2040	17520	symbol10	0	228	42	9	279	0	10000	3620	1280	14900	symbol11	0	220	26	14	260	0	5400	1150	1240	7790	symbol12	0	11	0	0	11	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
29000	88	1	2552000	824	824	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	142	30	3	175	0	64300	28200	6400	98900	symbol3	0	121	6	1	128	0	47500	2800	800	51100	symbol4	0	220	24	4	248	0	46850	12200	5000	64050	symbol5	0	141	48	4	193	0	28350	18800	3200	50350	symbol6	0	294	18	7	319	0	48200	7040	3360	58600	symbol7	0	282	43	3	328	0	32370	10560	2160	45090	symbol8	0	310	50	7	367	0	25280	8080	2480	35840	symbol9	0	233	50	10	293	0	10680	4860	2040	17580	symbol10	0	247	42	9	298	0	10810	3620	1280	15710	symbol11	0	239	26	14	279	0	5862	1150	1240	8252	symbol12	0	12	0	0	12	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
30000	88	1	2640000	824	824	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	142	30	3	175	0	64300	28200	6400	98900	symbol3	0	121	6	1	128	0	47500	2800	800	51100	symbol4	0	220	24	4	248	0	46850	12200	5000	64050	symbol5	0	141	48	4	193	0	28350	18800	3200	50350	symbol6	0	294	18	7	319	0	48200	7040	3360	58600	symbol7	0	282	43	3	328	0	32370	10560	2160	45090	symbol8	0	310	50	7	367	0	25280	8080	2480	35840	symbol9	0	233	50	10	293	0	10680	4860	2040	17580	symbol10	0	247	42	9	298	0	10810	3620	1280	15710	symbol11	0	239	26	14	279	0	5862	1150	1240	8252	symbol12	0	12	0	0	12	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
31000	88	1	2728000	848	848	symbol1	0	14	0	0	14	0	12600	0	0	12600	symbol2	0	148	30	3	181	0	65800	28200	6400	100400	symbol3	0	121	6	1	128	0	47500	2800	800	51100	symbol4	0	225	24	4	253	0	47650	12200	5000	64850	symbol5	0	150	48	4	202	0	30500	18800	3200	52500	symbol6	0	299	18	7	324	0	49000	7040	3360	59400	symbol7	0	286	43	3	332	0	32730	10560	2160	45450	symbol8	0	317	55	9	381	0	25740	8720	3040	37500	symbol9	0	238	51	10	299	0	10930	5010	2040	17980	symbol10	0	252	42	9	303	0	10970	3620	1280	15870	symbol11	0	247	27	14	288	0	6006	1200	1240	8446	symbol12	0	12	0	0	12	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
32000	88	1	2816000	872	872	symbol1	0	19	0	0	19	0	14600	0	0	14600	symbol2	0	152	31	3	186	0	66600	28600	6400	101600	symbol3	0	124	6	1	131	0	48100	2800	800	51700	symbol4	0	231	24	4	259	0	48500	12200	5000	65700	symbol5	0	155	48	4	207	0	31600	18800	3200	53600	symbol6	0	313	19	8	340	0	52280	7360	4000	63640	symbol7	0	298	45	3	346	0	34470	11040	2160	47670	symbol8	0	335	58	9	402	0	26860	9240	3040	39140	symbol9	0	238	51	10	299	0	10930	5010	2040	17980	symbol10	0	259	43	9	311	0	11300	3740	1280	16320	symbol11	0	248	27	14	289	0	6024	1200	1240	8464	symbol12	0	12	0	0	12	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
33000	88	1	2904000	920	920	symbol1	0	19	0	0	19	0	14600	0	0	14600	symbol2	0	157	31	3	191	0	70600	28600	6400	105600	symbol3	0	140	6	1	147	0	56100	2800	800	59700	symbol4	0	234	24	4	262	0	49700	12200	5000	66900	symbol5	0	157	53	4	214	0	31800	20800	3200	55800	symbol6	0	326	20	9	355	0	55360	8000	5280	68640	symbol7	0	337	47	3	387	0	39840	11880	2160	53880	symbol8	0	352	59	9	420	0	28520	9400	3040	40960	symbol9	0	248	51	10	309	0	11200	5010	2040	18250	symbol10	0	288	57	10	355	0	12810	4740	1360	18910	symbol11	0	265	31	15	311	0	6294	1330	1320	8944	symbol12	0	14	0	0	14	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
34000	88	1	2992000	920	920	symbol1	0	19	0	0	19	0	14600	0	0	14600	symbol2	0	157	31	3	191	0	70600	28600	6400	105600	symbol3	0	140	6	1	147	0	56100	2800	800	59700	symbol4	0	234	24	4	262	0	49700	12200	5000	66900	symbol5	0	157	53	4	214	0	31800	20800	3200	55800	symbol6	0	326	20	9	355	0	55360	8000	5280	68640	symbol7	0	337	47	3	387	0	39840	11880	2160	53880	symbol8	0	352	59	9	420	0	28520	9400	3040	40960	symbol9	0	248	51	10	309	0	11200	5010	2040	18250	symbol10	0	288	57	10	355	0	12810	4740	1360	18910	symbol11	0	265	31	15	311	0	6294	1330	1320	8944	symbol12	0	14	0	0	14	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
35000	88	1	3080000	944	944	symbol1	0	23	0	0	23	0	20200	0	0	20200	symbol2	0	158	31	3	192	0	70900	28600	6400	105900	symbol3	0	142	8	1	151	0	56500	3600	800	60900	symbol4	0	255	26	4	285	0	54550	12800	5000	72350	symbol5	0	164	53	4	221	0	33450	20800	3200	57450	symbol6	0	346	25	10	381	0	58200	9760	6240	74200	symbol7	0	347	47	3	397	0	41370	11880	2160	55410	symbol8	0	364	60	9	433	0	29440	9720	3040	42200	symbol9	0	262	54	10	326	0	11890	5280	2040	19210	symbol10	0	294	59	10	363	0	12990	4900	1360	19250	symbol11	0	269	33	16	318	0	6366	1390	1380	9136	symbol12	0	14	0	0	14	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
