Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
854000	88	1	75152000	22768	22768	symbol1	0	556	37	3	596	0	464400	69000	10000	543400	symbol2	0	4411	650	59	5120	0	1889600	569800	98400	2557800	symbol3	0	3044	294	42	3380	0	1256200	238600	67200	1562000	symbol4	0	5245	419	55	5719	0	1117450	168300	49000	1334750	symbol5	0	4383	1043	151	5577	0	935650	429200	126000	1490850	symbol6	0	7420	782	241	8443	0	1241440	259200	168800	1669440	symbol7	0	7964	1108	302	9374	0	994020	276960	158640	1429620	symbol8	0	8585	1349	242	10176	0	722680	223000	78640	1024320	symbol9	0	5341	1241	182	6764	0	223560	153870	45120	422550	symbol10	0	6745	1665	289	8699	0	281490	137620	46680	465790	symbol11	0	7008	841	255	8104	0	176250	35090	21260	232600	symbol12	0	369	0	0	369	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
855000	88	1	75240000	22784	22784	symbol1	0	556	37	3	596	0	464400	69000	10000	543400	symbol2	0	4411	650	59	5120	0	1889600	569800	98400	2557800	symbol3	0	3044	294	42	3380	0	1256200	238600	67200	1562000	symbol4	0	5254	419	55	5728	0	1118600	168300	49000	1335900	symbol5	0	4384	1044	151	5579	0	935750	429400	126000	1491150	symbol6	0	7420	782	241	8443	0	1241440	259200	168800	1669440	symbol7	0	7972	1108	302	9382	0	994740	276960	158640	1430340	symbol8	0	8587	1352	242	10181	0	722840	223480	78640	1024960	symbol9	0	5341	1241	182	6764	0	223560	153870	45120	422550	symbol10	0	6745	1665	289	8699	0	281490	137620	46680	465790	symbol11	0	7010	841	255	8106	0	176286	35090	21260	232636	symbol12	0	369	0	0	369	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
856000	88	1	75328000	22832	22832	symbol1	0	556	37	3	596	0	464400	69000	10000	543400	symbol2	0	4420	651	59	5130	0	1894600	571000	98400	2564000	symbol3	0	3047	294	42	3383	0	1258000	238600	67200	1563800	symbol4	0	5268	424	55	5747	0	1121000	169600	49000	1339600	symbol5	0	4388	1044	152	5584	0	936350	429400	126600	1492350	symbol6	0	7428	782	241	8451	0	1242840	259200	168800	1670840	symbol7	0	7989	1110	302	9401	0	996240	277320	158640	1432200	symbol8	0	8597	1356	242	10195	0	723280	223840	78640	1025760	symbol9	0	5354	1245	182	6781	0	224040	154320	45120	423480	symbol10	0	6750	1666	290	8706	0	281870	137700	46840	466410	symbol11	0	7027	841	255	8123	0	176754	35090	21260	233104	symbol12	0	370	0	0	370	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
857000	88	1	75416000	22872	22872	symbol1	0	556	37	3	596	0	464400	69000	10000	543400	symbol2	0	4420	651	59	5130	0	1894600	571000	98400	2564000	symbol3	0	3060	294	42	3396	0	1263000	238600	67200	1568800	symbol4	0	5271	424	55	5750	0	1121450	169600	49000	1340050	symbol5	0	4391	1044	152	5587	0	936650	429400	126600	1492650	symbol6	0	7447	784	241	8472	0	1245080	259520	168800	1673400	symbol7	0	8000	1111	302	9413	0	997350	277440	158640	1433430	symbol8	0	8607	1356	242	10205	0	723680	223840	78640	1026160	symbol9	0	5366	1245	182	6793	0	224280	154320	45120	423720	symbol10	0	6756	1669	290	8715	0	282010	137820	46840	466670	symbol11	0	7032	841	255	8128	0	176844	35090	21260	233194	symbol12	0	370	0	0	370	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
858000	88	1	75504000	22904	22904	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4434	651	59	5144	0	1903000	571000	98400	2572400	symbol3	0	3064	294	42	3400	0	1266200	238600	67200	1572000	symbol4	0	5276	424	55	5755	0	1122200	169600	49000	1340800	symbol5	0	4396	1047	152	5595	0	937650	430600	126600	1494850	symbol6	0	7462	784	241	8487	0	1248120	259520	168800	1676440	symbol7	0	8008	1115	302	9425	0	998670	278400	158640	1435710	symbol8	0	8610	1356	242	10208	0	724160	223840	78640	1026640	symbol9	0	5367	1246	182	6795	0	224360	154560	45120	424040	symbol10	0	6756	1669	290	8715	0	282010	137820	46840	466670	symbol11	0	7050	841	255	8146	0	177636	35090	21260	233986	symbol12	0	372	0	0	372	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
859000	88	1	75592000	22960	22960	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4442	651	59	5152	0	1906900	571000	98400	2576300	symbol3	0	3079	296	42	3417	0	1273800	240600	67200	1581600	symbol4	0	5283	427	55	5765	0	1123600	170200	49000	1342800	symbol5	0	4405	1050	152	5607	0	939650	431500	126600	1497750	symbol6	0	7472	787	241	8500	0	1250360	260160	168800	1679320	symbol7	0	8018	1118	303	9439	0	999750	278880	159120	1437750	symbol8	0	8629	1359	243	10231	0	726960	224720	79200	1030880	symbol9	0	5375	1248	182	6805	0	224880	154920	45120	424920	symbol10	0	6768	1675	292	8735	0	282490	138220	47080	467790	symbol11	0	7063	842	255	8160	0	177834	35120	21260	234214	symbol12	0	373	0	0	373	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
860000	88	1	75680000	22992	22992	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4445	652	59	5156	0	1907500	571400	98400	2577300	symbol3	0	3095	296	42	3433	0	1280500	240600	67200	1588300	symbol4	0	5283	427	55	5765	0	1123600	170200	49000	1342800	symbol5	0	4405	1050	152	5607	0	939650	431500	126600	1497750	symbol6	0	7475	788	242	8505	0	1250960	260560	169600	1681120	symbol7	0	8028	1119	304	9451	0	1000710	279000	159480	1439190	symbol8	0	8631	1361	243	10235	0	727140	225080	79200	1031420	symbol9	0	5378	1252	182	6812	0	224940	155160	45120	425220	symbol10	0	6772	1675	292	8739	0	282790	138220	47080	468090	symbol11	0	7082	843	256	8181	0	178524	35150	21320	234994	symbol12	0	374	0	0	374	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
861000	88	1	75768000	23048	23048	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4445	652	59	5156	0	1907500	571400	98400	2577300	symbol3	0	3113	296	42	3451	0	1287800	240600	67200	1595600	symbol4	0	5301	427	55	5783	0	1126250	170200	49000	1345450	symbol5	0	4423	1053	153	5629	0	944050	432800	127600	1504450	symbol6	0	7510	788	242	8540	0	1256440	260560	169600	1686600	symbol7	0	8060	1121	304	9485	0	1006740	279600	159480	1445820	symbol8	0	8654	1361	243	10258	0	728680	225080	79200	1032960	symbol9	0	5390	1261	183	6834	0	225410	156150	45240	426800	symbol10	0	6782	1676	292	8750	0	283190	138360	47080	468630	symbol11	0	7097	844	256	8197	0	178836	35180	21320	235336	symbol12	0	375	0	0	375	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
862000	88	1	75856000	23048	23048	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4445	652	59	5156	0	1907500	571400	98400	2577300	symbol3	0	3113	296	42	3451	0	1287800	240600	67200	1595600	symbol4	0	5301	427	55	5783	0	1126250	170200	49000	1345450	symbol5	0	4423	1053	153	5629	0	944050	432800	127600	1504450	symbol6	0	7510	788	242	8540	0	1256440	260560	169600	1686600	symbol7	0	8060	1121	304	9485	0	1006740	279600	159480	1445820	symbol8	0	8654	1361	243	10258	0	728680	225080	79200	1032960	symbol9	0	5390	1261	183	6834	0	225410	156150	45240	426800	symbol10	0	6782	1676	292	8750	0	283190	138360	47080	468630	symbol11	0	7097	844	256	8197	0	178836	35180	21320	235336	symbol12	0	375	0	0	375	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
863000	88	1	75944000	23080	23080	symbol1	0	562	37	3	602	0	471600	69000	10000	550600	symbol2	0	4445	652	59	5156	0	1907500	571400	98400	2577300	symbol3	0	3116	296	42	3454	0	1288400	240600	67200	1596200	symbol4	0	5302	428	55	5785	0	1126500	170700	49000	1346200	symbol5	0	4433	1056	153	5642	0	945800	434300	127600	1507700	symbol6	0	7528	788	242	8558	0	1258480	260560	169600	1688640	symbol7	0	8065	1127	304	9496	0	1007250	280680	159480	1447410	symbol8	0	8668	1363	244	10275	0	729380	225240	79360	1033980	symbol9	0	5398	1264	183	6845	0	225760	156510	45240	427510	symbol10	0	6785	1677	292	8754	0	283280	138420	47080	468780	symbol11	0	7115	844	256	8215	0	179106	35180	21320	235606	symbol12	0	375	0	0	375	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
864000	88	1	76032000	23128	23128	symbol1	0	564	37	3	604	0	473600	69000	10000	552600	symbol2	0	4445	653	60	5158	0	1907500	572000	99600	2579100	symbol3	0	3124	296	42	3462	0	1290900	240600	67200	1598700	symbol4	0	5322	428	55	5805	0	1130150	170700	49000	1349850	symbol5	0	4448	1062	153	5663	0	948200	436500	127600	1512300	symbol6	0	7531	788	242	8561	0	1259080	260560	169600	1689240	symbol7	0	8079	1128	304	9511	0	1008900	280980	159480	1449360	symbol8	0	8678	1363	244	10285	0	729960	225240	79360	1034560	symbol9	0	5412	1264	183	6859	0	226430	156510	45240	428180	symbol10	0	6796	1681	292	8769	0	283560	138620	47080	469260	symbol11	0	7130	849	256	8235	0	179448	35350	21320	236118	symbol12	0	375	0	0	375	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
865000	88	1	76120000	23144	23144	symbol1	0	564	37	3	604	0	473600	69000	10000	552600	symbol2	0	4447	653	60	5160	0	1908300	572000	99600	2579900	symbol3	0	3126	296	42	3464	0	1291700	240600	67200	1599500	symbol4	0	5324	428	55	5807	0	1130850	170700	49000	1350550	symbol5	0	4448	1062	153	5663	0	948200	436500	127600	1512300	symbol6	0	7531	788	242	8561	0	1259080	260560	169600	1689240	symbol7	0	8091	1128	304	9523	0	1009890	280980	159480	1450350	symbol8	0	8680	1363	244	10287	0	730280	225240	79360	1034880	symbol9	0	5412	1264	183	6859	0	226430	156510	45240	428180	symbol10	0	6804	1681	293	8778	0	284140	138620	47320	470080	symbol11	0	7130	849	256	8235	0	179448	35350	21320	236118	symbol12	0	376	0	0	376	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
866000	88	1	76208000	23168	23168	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4450	653	60	5163	0	1908900	572000	99600	2580500	symbol3	0	3131	296	42	3469	0	1294300	240600	67200	1602100	symbol4	0	5327	428	55	5810	0	1131750	170700	49000	1351450	symbol5	0	4450	1063	153	5666	0	948500	437200	127600	1513300	symbol6	0	7536	788	242	8566	0	1260240	260560	169600	1690400	symbol7	0	8099	1128	304	9531	0	1011570	280980	159480	1452030	symbol8	0	8687	1363	244	10294	0	730880	225240	79360	1035480	symbol9	0	5421	1267	185	6873	0	226930	157110	45960	430000	symbol10	0	6816	1682	293	8791	0	284640	138680	47320	470640	symbol11	0	7132	849	256	8237	0	179472	35350	21320	236142	symbol12	0	377	0	0	377	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
867000	88	1	76296000	23184	23184	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4453	655	60	5168	0	1910700	574400	99600	2584700	symbol3	0	3131	296	42	3469	0	1294300	240600	67200	1602100	symbol4	0	5338	428	55	5821	0	1133650	170700	49000	1353350	symbol5	0	4451	1064	153	5668	0	948800	437800	127600	1514200	symbol6	0	7536	788	242	8566	0	1260240	260560	169600	1690400	symbol7	0	8108	1128	304	9540	0	1012260	280980	159480	1452720	symbol8	0	8689	1364	244	10297	0	731080	225440	79360	1035880	symbol9	0	5421	1269	185	6875	0	226930	157290	45960	430180	symbol10	0	6824	1689	294	8807	0	285060	139360	47600	472020	symbol11	0	7134	849	256	8239	0	179520	35350	21320	236190	symbol12	0	377	0	0	377	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
868000	88	1	76384000	23208	23208	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4460	655	60	5175	0	1912100	574400	99600	2586100	symbol3	0	3135	297	42	3474	0	1296300	241600	67200	1605100	symbol4	0	5338	428	55	5821	0	1133650	170700	49000	1353350	symbol5	0	4456	1064	153	5673	0	949900	437800	127600	1515300	symbol6	0	7543	788	242	8573	0	1261080	260560	169600	1691240	symbol7	0	8114	1128	305	9547	0	1012860	280980	160080	1453920	symbol8	0	8701	1364	244	10309	0	732280	225440	79360	1037080	symbol9	0	5421	1269	185	6875	0	226930	157290	45960	430180	symbol10	0	6834	1692	294	8820	0	285280	139500	47600	472380	symbol11	0	7134	849	256	8239	0	179520	35350	21320	236190	symbol12	0	377	0	0	377	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
869000	88	1	76472000	23208	23208	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4460	655	60	5175	0	1912100	574400	99600	2586100	symbol3	0	3135	297	42	3474	0	1296300	241600	67200	1605100	symbol4	0	5338	428	55	5821	0	1133650	170700	49000	1353350	symbol5	0	4456	1064	153	5673	0	949900	437800	127600	1515300	symbol6	0	7543	788	242	8573	0	1261080	260560	169600	1691240	symbol7	0	8114	1128	305	9547	0	1012860	280980	160080	1453920	symbol8	0	8701	1364	244	10309	0	732280	225440	79360	1037080	symbol9	0	5421	1269	185	6875	0	226930	157290	45960	430180	symbol10	0	6834	1692	294	8820	0	285280	139500	47600	472380	symbol11	0	7134	849	256	8239	0	179520	35350	21320	236190	symbol12	0	377	0	0	377	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
870000	88	1	76560000	23224	23224	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4462	655	60	5177	0	1912900	574400	99600	2586900	symbol3	0	3135	297	42	3474	0	1296300	241600	67200	1605100	symbol4	0	5338	428	55	5821	0	1133650	170700	49000	1353350	symbol5	0	4456	1064	153	5673	0	949900	437800	127600	1515300	symbol6	0	7543	788	242	8573	0	1261080	260560	169600	1691240	symbol7	0	8131	1128	305	9564	0	1014390	280980	160080	1455450	symbol8	0	8709	1364	244	10317	0	732800	225440	79360	1037600	symbol9	0	5421	1269	185	6875	0	226930	157290	45960	430180	symbol10	0	6836	1692	294	8822	0	285320	139500	47600	472420	symbol11	0	7134	849	256	8239	0	179520	35350	21320	236190	symbol12	0	377	0	0	377	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
871000	88	1	76648000	23264	23264	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4470	656	60	5186	0	1918600	575000	99600	2593200	symbol3	0	3141	297	43	3481	0	1299000	241600	68400	1609000	symbol4	0	5348	428	55	5831	0	1135650	170700	49000	1355350	symbol5	0	4458	1066	154	5678	0	950700	439400	129200	1519300	symbol6	0	7546	791	242	8579	0	1262040	261280	169600	1692920	symbol7	0	8153	1128	305	9586	0	1016490	280980	160080	1457550	symbol8	0	8738	1372	245	10355	0	735700	227080	79680	1042460	symbol9	0	5436	1270	185	6891	0	227850	157530	45960	431340	symbol10	0	6842	1693	294	8829	0	285620	139600	47600	472820	symbol11	0	7146	853	258	8257	0	179916	35590	21400	236906	symbol12	0	379	0	0	379	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
872000	88	1	76736000	23272	23272	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4475	656	60	5191	0	1919600	575000	99600	2594200	symbol3	0	3141	297	43	3481	0	1299000	241600	68400	1609000	symbol4	0	5348	428	55	5831	0	1135650	170700	49000	1355350	symbol5	0	4466	1066	154	5686	0	951750	439400	129200	1520350	symbol6	0	7546	791	242	8579	0	1262040	261280	169600	1692920	symbol7	0	8153	1128	305	9586	0	1016490	280980	160080	1457550	symbol8	0	8738	1372	245	10355	0	735700	227080	79680	1042460	symbol9	0	5436	1270	185	6891	0	227850	157530	45960	431340	symbol10	0	6842	1693	294	8829	0	285620	139600	47600	472820	symbol11	0	7149	854	258	8261	0	179970	35620	21400	236990	symbol12	0	379	0	0	379	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
873000	88	1	76824000	23296	23296	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4480	656	60	5196	0	1921600	575000	99600	2596200	symbol3	0	3141	297	43	3481	0	1299000	241600	68400	1609000	symbol4	0	5352	430	55	5837	0	1136050	171100	49000	1356150	symbol5	0	4466	1066	154	5686	0	951750	439400	129200	1520350	symbol6	0	7546	791	242	8579	0	1262040	261280	169600	1692920	symbol7	0	8166	1131	305	9602	0	1018140	281700	160080	1459920	symbol8	0	8741	1373	245	10359	0	735940	227240	79680	1042860	symbol9	0	5442	1271	186	6899	0	228030	157620	46140	431790	symbol10	0	6849	1694	294	8837	0	285800	139680	47600	473080	symbol11	0	7149	854	258	8261	0	179970	35620	21400	236990	symbol12	0	379	0	0	379	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
874000	88	1	76912000	23312	23312	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4484	656	60	5200	0	1923200	575000	99600	2597800	symbol3	0	3144	297	43	3484	0	1299600	241600	68400	1609600	symbol4	0	5360	430	55	5845	0	1137400	171100	49000	1357500	symbol5	0	4469	1066	154	5689	0	952300	439400	129200	1520900	symbol6	0	7569	793	243	8605	0	1264600	261600	169920	1696120	symbol7	0	8166	1131	305	9602	0	1018140	281700	160080	1459920	symbol8	0	8745	1374	245	10364	0	736260	227400	79680	1043340	symbol9	0	5450	1271	186	6907	0	228220	157620	46140	431980	symbol10	0	6849	1694	294	8837	0	285800	139680	47600	473080	symbol11	0	7149	854	258	8261	0	179970	35620	21400	236990	symbol12	0	379	0	0	379	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
875000	88	1	77000000	23328	23328	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4484	656	60	5200	0	1923200	575000	99600	2597800	symbol3	0	3146	298	43	3487	0	1300400	242400	68400	1611200	symbol4	0	5363	430	55	5848	0	1137700	171100	49000	1357800	symbol5	0	4469	1066	154	5689	0	952300	439400	129200	1520900	symbol6	0	7577	793	243	8613	0	1265400	261600	169920	1696920	symbol7	0	8171	1131	305	9607	0	1018860	281700	160080	1460640	symbol8	0	8752	1374	245	10371	0	736920	227400	79680	1044000	symbol9	0	5454	1273	187	6914	0	228380	157860	46380	432620	symbol10	0	6849	1694	294	8837	0	285800	139680	47600	473080	symbol11	0	7153	855	259	8267	0	180030	35640	21480	237150	symbol12	0	379	0	0	379	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
876000	88	1	77088000	23376	23376	symbol1	0	567	37	3	607	0	477800	69000	10000	556800	symbol2	0	4486	656	60	5202	0	1924000	575000	99600	2598600	symbol3	0	3146	298	43	3487	0	1300400	242400	68400	1611200	symbol4	0	5372	432	55	5859	0	1140800	171900	49000	1361700	symbol5	0	4488	1070	154	5712	0	955100	441200	129200	1525500	symbol6	0	7605	793	245	8643	0	1270440	261600	170880	1702920	symbol7	0	8174	1131	305	9610	0	1019040	281700	160080	1460820	symbol8	0	8752	1374	245	10371	0	736920	227400	79680	1044000	symbol9	0	5455	1274	187	6916	0	228450	158070	46380	432900	symbol10	0	6853	1694	294	8841	0	286020	139680	47600	473300	symbol11	0	7167	858	261	8286	0	180414	35760	21640	237814	symbol12	0	380	0	0	380	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
