Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	Win Tier 0 BonusType1 BonusEntries	Win Tier 1 BonusType1 BonusEntries	Win Tier 2 BonusType1 BonusEntries	Win Tier 3 BonusType1 BonusEntries	Win Tier 4 BonusType1 BonusEntries	Win Tier 5 BonusType1 BonusEntries	Win Tier 6 BonusType1 BonusEntries	Win Tier 7 BonusType1 BonusEntries	Win Tier 8 BonusType1 BonusEntries	Win Tier 9 BonusType1 BonusEntries	Win Tier 10 BonusType1 BonusEntries	Win Tier 11 BonusType1 BonusEntries	Win Tier 12 BonusType1 BonusEntries	Win Tier 13 BonusType1 BonusEntries	Win Tier 14 BonusType1 BonusEntries	Win Tier 15 BonusType1 BonusEntries	Win Tier 16 BonusType1 BonusEntries	Win Tier 17 BonusType1 BonusEntries	Win Tier 18 BonusType1 BonusEntries	Win Tier 19 BonusType1 BonusEntries	Win Tier 20 BonusType1 BonusEntries	Win Tier 21 BonusType1 BonusEntries	Win Tier 22 BonusType1 BonusEntries	Win Tier 23 BonusType1 BonusEntries	Win Tier 24 BonusType1 BonusEntries	Win Tier 25 BonusType1 BonusEntries	Win Tier 0 BonusType1 PickBonus#	Win Tier 1 BonusType1 PickBonus#	Win Tier 2 BonusType1 PickBonus#	Win Tier 3 BonusType1 PickBonus#	Win Tier 4 BonusType1 PickBonus#	Win Tier 5 BonusType1 PickBonus#	Win Tier 6 BonusType1 PickBonus#	Win Tier 7 BonusType1 PickBonus#	Win Tier 8 BonusType1 PickBonus#	Win Tier 9 BonusType1 PickBonus#	Win Tier 10 BonusType1 PickBonus#	Win Tier 11 BonusType1 PickBonus#	Win Tier 12 BonusType1 PickBonus#	Win Tier 13 BonusType1 PickBonus#	Win Tier 14 BonusType1 PickBonus#	Win Tier 15 BonusType1 PickBonus#	Win Tier 16 BonusType1 PickBonus#	Win Tier 17 BonusType1 PickBonus#	Win Tier 18 BonusType1 PickBonus#	Win Tier 19 BonusType1 PickBonus#	Win Tier 20 BonusType1 PickBonus#	Win Tier 21 BonusType1 PickBonus#	Win Tier 22 BonusType1 PickBonus#	Win Tier 23 BonusType1 PickBonus#	Win Tier 24 BonusType1 PickBonus#	Win Tier 25 BonusType1 PickBonus#	Win Tier 0 BonusType1 Hits#	Win Tier 1 BonusType1 Hits#	Win Tier 2 BonusType1 Hits#	Win Tier 3 BonusType1 Hits#	Win Tier 4 BonusType1 Hits#	Win Tier 5 BonusType1 Hits#	Win Tier 6 BonusType1 Hits#	Win Tier 7 BonusType1 Hits#	Win Tier 8 BonusType1 Hits#	Win Tier 9 BonusType1 Hits#	Win Tier 10 BonusType1 Hits#	Win Tier 11 BonusType1 Hits#	Win Tier 12 BonusType1 Hits#	Win Tier 13 BonusType1 Hits#	Win Tier 14 BonusType1 Hits#	Win Tier 15 BonusType1 Hits#	Win Tier 16 BonusType1 Hits#	Win Tier 17 BonusType1 Hits#	Win Tier 18 BonusType1 Hits#	Win Tier 19 BonusType1 Hits#	Win Tier 20 BonusType1 Hits#	Win Tier 21 BonusType1 Hits#	Win Tier 22 BonusType1 Hits#	Win Tier 23 BonusType1 Hits#	Win Tier 24 BonusType1 Hits#	Win Tier 25 BonusType1 Hits#	Win Tier 0 BonusType1 BonusTotalPay#	Win Tier 1 BonusType1 BonusTotalPay#	Win Tier 2 BonusType1 BonusTotalPay#	Win Tier 3 BonusType1 BonusTotalPay#	Win Tier 4 BonusType1 BonusTotalPay#	Win Tier 5 BonusType1 BonusTotalPay#	Win Tier 6 BonusType1 BonusTotalPay#	Win Tier 7 BonusType1 BonusTotalPay#	Win Tier 8 BonusType1 BonusTotalPay#	Win Tier 9 BonusType1 BonusTotalPay#	Win Tier 10 BonusType1 BonusTotalPay#	Win Tier 11 BonusType1 BonusTotalPay#	Win Tier 12 BonusType1 BonusTotalPay#	Win Tier 13 BonusType1 BonusTotalPay#	Win Tier 14 BonusType1 BonusTotalPay#	Win Tier 15 BonusType1 BonusTotalPay#	Win Tier 16 BonusType1 BonusTotalPay#	Win Tier 17 BonusType1 BonusTotalPay#	Win Tier 18 BonusType1 BonusTotalPay#	Win Tier 19 BonusType1 BonusTotalPay#	Win Tier 20 BonusType1 BonusTotalPay#	Win Tier 21 BonusType1 BonusTotalPay#	Win Tier 22 BonusType1 BonusTotalPay#	Win Tier 23 BonusType1 BonusTotalPay#	Win Tier 24 BonusType1 BonusTotalPay#	Win Tier 25 BonusType1 BonusTotalPay#	Win Tier 0 BonusType1 BonusMax	Win Tier 1 BonusType1 BonusMax	Win Tier 2 BonusType1 BonusMax	Win Tier 3 BonusType1 BonusMax	Win Tier 4 BonusType1 BonusMax	Win Tier 5 BonusType1 BonusMax	Win Tier 6 BonusType1 BonusMax	Win Tier 7 BonusType1 BonusMax	Win Tier 8 BonusType1 BonusMax	Win Tier 9 BonusType1 BonusMax	Win Tier 10 BonusType1 BonusMax	Win Tier 11 BonusType1 BonusMax	Win Tier 12 BonusType1 BonusMax	Win Tier 13 BonusType1 BonusMax	Win Tier 14 BonusType1 BonusMax	Win Tier 15 BonusType1 BonusMax	Win Tier 16 BonusType1 BonusMax	Win Tier 17 BonusType1 BonusMax	Win Tier 18 BonusType1 BonusMax	Win Tier 19 BonusType1 BonusMax	Win Tier 20 BonusType1 BonusMax	Win Tier 21 BonusType1 BonusMax	Win Tier 22 BonusType1 BonusMax	Win Tier 23 BonusType1 BonusMax	Win Tier 24 BonusType1 BonusMax	Win Tier 25 BonusType1 BonusMax	
432000	4	5	9	12	8	17	63	172	150	154	123	82	71	62	55	32	157	23	7	3	0	0	0	1	0	0	32	40	72	96	64	136	504	1400	1240	1272	1032	696	608	560	488	328	1832	408	120	72	0	0	0	72	0	0	32	5	10	20	15	28	132	506	500	581	516	367	318	301	292	174	979	217	72	38	0	0	0	27	0	0	0	268	1216	2812	2440	6622	41020	226942	325868	472782	490844	396912	402850	407822	408460	266874	1853524	512324	206380	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	145	303	167	220	39	133	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	303	167	220	39	133	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	303	167	220	39	133	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382800	985952	665016	1095688	216832	883608	516560	469040	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
433000	4	5	9	12	9	17	63	172	150	154	123	82	71	62	56	32	157	23	7	3	0	0	0	1	0	0	32	40	72	96	72	136	504	1400	1240	1272	1032	696	608	560	496	328	1832	408	120	72	0	0	0	72	0	0	32	5	10	20	18	28	132	506	500	581	516	367	318	301	295	174	979	217	72	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41020	226942	325868	472782	490844	396912	402850	407822	416292	266874	1853524	512324	206380	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	145	303	167	220	40	134	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	303	167	220	40	134	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	303	167	220	40	134	67	54	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382800	985952	665016	1095688	222112	889944	516560	469040	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
434000	4	5	9	12	9	17	63	172	151	154	123	83	71	62	56	32	157	24	7	3	0	0	0	1	0	0	32	40	72	96	72	136	504	1400	1248	1272	1032	704	608	560	496	328	1832	432	120	72	0	0	0	72	0	0	32	5	10	20	18	28	132	506	503	581	516	370	318	301	295	174	979	227	72	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41020	226942	327648	472782	490844	401724	402850	407822	416292	266874	1853524	532086	206380	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	145	304	167	220	40	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	304	167	220	40	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	304	167	220	40	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382800	989472	665016	1095688	222112	889944	516560	477840	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
435000	4	5	9	12	9	17	63	172	151	154	123	83	72	63	56	33	157	24	7	3	0	0	0	1	0	0	32	40	72	96	72	136	504	1400	1248	1272	1032	704	616	568	496	344	1832	432	120	72	0	0	0	72	0	0	32	5	10	20	18	28	132	506	503	581	516	370	322	305	295	181	979	227	72	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41020	226942	327648	472782	490844	401724	408178	412832	416292	274962	1853524	532086	206380	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	989472	665016	1095688	227920	889944	516560	477840	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
436000	4	5	9	12	9	17	63	172	151	154	123	83	72	63	56	33	157	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	504	1400	1248	1272	1032	704	616	568	496	344	1832	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	132	506	503	581	516	370	322	305	295	181	979	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41020	226942	327648	472782	490844	401724	408178	412832	416292	274962	1853524	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	304	167	220	41	134	67	55	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	989472	665016	1095688	227920	889944	516560	477840	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
437000	4	5	9	12	9	17	63	173	151	155	123	83	73	63	56	33	158	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	504	1408	1248	1280	1032	704	624	568	496	344	1840	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	132	509	503	584	516	370	326	305	295	181	985	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41020	228322	327648	476172	490844	401724	413886	412832	416292	274962	1863552	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	306	167	220	41	135	67	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	167	220	41	135	67	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	167	220	41	135	67	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	996512	665016	1095688	227920	896544	516560	486640	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
438000	4	5	9	12	9	17	64	173	151	155	123	83	73	63	56	33	158	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	512	1408	1248	1280	1032	704	624	568	496	344	1840	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	135	509	503	584	516	370	326	305	295	181	985	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41700	228322	327648	476172	490844	401724	413886	412832	416292	274962	1863552	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	306	168	220	41	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	168	220	41	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	168	220	41	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	996512	668976	1095688	227920	896544	524480	486640	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
439000	4	5	9	12	9	17	64	173	151	155	123	84	75	63	56	33	159	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	512	1408	1248	1280	1032	712	640	568	496	344	1864	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	135	509	503	584	516	374	334	305	295	181	996	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	41700	228322	327648	476172	490844	406184	425694	412832	416292	274962	1877900	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	306	169	220	42	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	169	220	42	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	306	169	220	42	135	68	56	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	996512	672848	1095688	233200	896544	524480	486640	1058376	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
440000	4	5	9	12	9	17	65	176	151	156	123	84	75	63	56	33	159	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	520	1432	1248	1288	1032	712	640	568	496	344	1864	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	139	517	503	589	516	374	334	305	295	181	996	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	42556	231664	327648	479262	490844	406184	425694	412832	416292	274962	1877900	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	307	169	220	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	169	220	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	169	220	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	999680	672848	1095688	233200	903584	532224	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
441000	4	5	9	12	9	17	65	177	151	158	123	84	75	63	56	33	159	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	520	1440	1248	1304	1032	712	640	568	496	344	1864	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	139	520	503	599	516	374	334	305	295	181	996	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	42556	232974	327648	485598	490844	406184	425694	412832	416292	274962	1877900	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	307	169	221	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	169	221	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	169	221	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	999680	672848	1100440	233200	903584	532224	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
442000	4	5	9	12	9	17	65	177	151	158	123	84	75	63	56	33	159	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	520	1440	1248	1304	1032	712	640	568	496	344	1864	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	139	520	503	599	516	374	334	305	295	181	996	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	42556	232974	327648	485598	490844	406184	425694	412832	416292	274962	1877900	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	307	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	307	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	999680	676808	1105720	233200	903584	532224	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
443000	4	5	9	12	9	17	65	177	151	158	123	84	75	64	56	34	161	24	8	3	0	0	0	1	0	0	32	40	72	96	72	136	520	1440	1248	1304	1032	712	640	576	496	352	1888	432	128	72	0	0	0	72	0	0	32	5	10	20	18	28	139	520	503	599	516	374	334	311	295	186	1009	227	79	38	0	0	0	27	0	0	0	268	1216	2812	2748	6622	42556	232974	327648	485598	490844	406184	425694	419070	416292	283042	1896562	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	69	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	1002848	676808	1105720	233200	903584	532224	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
444000	4	5	9	13	9	17	65	178	151	158	124	84	76	64	56	34	162	24	8	3	0	0	0	1	0	0	32	40	72	104	72	136	520	1448	1248	1304	1040	712	648	576	496	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	23	18	28	139	523	503	599	517	374	339	311	295	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3060	2748	6622	42556	234274	327648	485598	495184	406184	431018	419070	416292	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	222	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	1002848	676808	1105720	233200	903584	547536	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
445000	4	5	9	13	9	17	66	178	152	158	124	84	76	64	56	34	162	24	8	3	0	0	0	1	0	0	32	40	72	104	72	136	528	1448	1256	1304	1040	712	648	576	496	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	23	18	28	142	523	506	599	517	374	339	311	295	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3060	2748	6622	43416	234274	329718	485598	495184	406184	431018	419070	416292	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	308	170	223	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	223	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	308	170	223	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	1002848	676808	1110472	233200	903584	547536	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
